DAY,DATE,SATCH-DAY,SATCH-NIGHT,SATCH-TOT,LSE-DAY,LSE-NIGHT,LSE-TOT,TOTAL,LSE-PERCENT,WEEKLY AVG
4,2024-04-10,2015,2502,4517,535,1331,1866,6383,29.23%,
5,2024-04-11,1437,3488,4926,327,1092,1419,6345,22.36%,
6,2024-04-12,2443,5703,8146,495,3339,3834,11980,32.00%,
7,2024-04-13,3515,6718,10233,1174,1802,2976,13209,22.53%,
3,2024-04-16,1845,2659,4504,276,1213,1489,5993,24.85%,10910
4,2024-04-17,1909,3142,5051,962,1163,2125,7176,29.61%,
5,2024-04-18,2146,3715,5861,527,1876,2403,8264,29.08%,
6,2024-04-19,3019,7289,10308,913,4825,5738,16047,35.76%,
7,2024-04-20,5494,6032,11526,2974,2570,5544,17070,32.48%,
3,2024-04-23,1676,2226,3902,242,812,1054,4957,21.26%,9122.2
4,2024-04-24,2260,3732,5992,537,1268,1805,7797,23.15%,
5,2024-04-25,2017,3346,5363,192,1057,1249,6613,18.89%,
6,2024-04-26,2327,6857,9184,630,2134,2764,11948,23.13%,
7,2024-04-27,3831,6648,10480,1133,2683,3816,14296,26.69%,
3,2024-04-30,2137,3510,5647,411,777,1188,6836,17.38%,11616.4
4,2024-05-01,3286,4204,7490,427,1038,1465,8955,16.36%,
5,2024-05-02,2673,4450,7123,471,1430,1901,9024,21.07%,
6,2024-05-03,3911,8050,11961,1357,2636,3993,15955,25.03%,
7,2024-05-04,6304,7203,13507,1849,1956,3805,17312,21.98%,
3,2024-05-07,1807,3380,5187,471,357,828,6015,13.77%,7462.6
4,2024-05-08,2008,2833,4841,368,1212,1580,6421,24.61%,
5,2024-05-09,1927,2886,4813,357,972,1329,6143,21.63%,
6,2024-05-10,2176,3795,5971,352,1567,1919,7891,24.32%,
7,2024-05-11,2829,5266,8095,1102,1646,2748,10843,25.34%,
3,2024-05-14,2111,3018,5129,422,1535,1957,7087,27.61%,8173.8
4,2024-05-15,2130,2577,4707,323,1667,1990,6697,29.71%,
5,2024-05-16,1938,4022,5960,223,1779,2002,7962,25.14%,
6,2024-05-17,2255,5131,7386,342,1615,1957,9343,20.95%,
7,2024-05-18,2764,4852,7616,818,1345,2163,9780,22.12%,
3,2024-05-21,1621,2448,4069,476,1257,1733,5802,29.87%,8595.6
4,2024-05-22,1993,2769,4763,589,1241,1830,6593,27.76%,
5,2024-05-23,1834,2844,4678,262,970,1232,5910,20.85%,
6,2024-05-24,2730,4350,7080,,,2611,9691,26.94%,
7,2024-05-25,4291,6090,10381,1604,2997,4601,14982,30.71%,
3,2024-05-28,1629,2695,4324,336,719,1055,5380,19.61%,8310.6
4,2024-05-29,1412,3232,4644,266,1114,1380,6024,22.91%,
5,2024-05-30,2259,3010,5269,353,1382,1735,7004,24.77%,
6,2024-05-31,2925,4426,7351,868,2350,3218,10570,30.44%,
7,2024-06-01,3555,5454,9009,1499,2066,3565,12575,28.35%,
3,2024-06-04,1728,2467,4195,330,765,1095,5290,20.70%,9019.2
4,2024-06-05,1819,3209,5028,316,804,1120,6149,18.21%,
5,2024-06-06,2167,3713,5880,662,1527,2189,8069,27.13%,
6,2024-06-07,2467,5883,8350,,,2827,11177,25.29%,
7,2024-06-08,4369,6082,10479,1476,2456,3932,14411,27.28%,
3,2024-06-11,2771,2778,5549,386,1210,1596,7145,22.34%,8352
4,2024-06-12,1653,2278,3931,475,779,1254,5185,24.19%,
5,2024-06-13,1985,3184,5169,599,1675,2274,7443,30.55%,
6,2024-06-14,2293,5694,7987,571,2283,2854,10841,26.33%,
7,2024-06-15,3511,5360,8871,778,1497,2275,11146,20.41%,
3,2024-06-18,1835,3117,4952,323,748,1071,6023,17.78%,8577.2
4,2024-06-19,1869,4346,6215,681,1530,2211,8427,26.24%,
5,2024-06-20,2221,3426,5647,394,1195,1589,7236,21.96%,
6,2024-06-21,2460,5987,8447,332,1605,1937,10384,18.65%,
7,2024-06-22,3523,4784,8307,643,1866,2509,10816,23.20%,
3,2024-06-25,2265,2403,4668,356,651,1007,5675,17.74%,9382.2
4,2024-06-26,2353,3483,5836,497,1434,1931,7767,24.86%,
5,2024-06-27,2758,3493,6251,586,1032,1618,7869,20.56%,
6,2024-06-28,3600,5777,9377,592,2697,3289,12667,25.97%,
7,2024-06-29,5556,5049,10605,879,1448,2327,12933,17.99%,
3,2024-07-02,1847,2704,4551,503,1237,1740,6292,27.65%,6980.4
4,2024-07-03,2554,3814,6368,262,1122,1384,7753,17.85%,
5,2024-07-04,2408,3905,6314,565,-123,442,1008,43.85%,
6,2024-07-05,2557,3992,6549,936,1492,2428,8977,27.05%,
7,2024-07-06,3915,4781,8696,532,1643,2175,10872,20.01%,
3,2024-07-09,1779,3692,5471,449,1353,1802,7273,24.78%,9575.4
4,2024-07-10,2484,3815,6299,393,961,1354,7653,17.69%,
5,2024-07-11,1881,3575,5456,293,1148,1441,6897,20.89%,
6,2024-07-12,2799,5488,8287,847,2733,3580,11867,30.17%,
7,2024-07-13,5173,5419,10593,1315,2279,3594,14187,25.33%,
3,2024-07-16,1571,3253,4824,450,1490,1940,6765,28.68%,9305
4,2024-07-17,1663,3206,4869,239,1332,1571,6440,24.39%,
5,2024-07-18,1791,3772,5563,210,1534,1744,7308,23.86%,
6,2024-07-19,2445,6059,8504,671,1993,2664,11168,23.85%,
7,2024-07-20,3661,7496,11158,1172,2514,3686,14844,24.83%,
3,2024-07-23,1823,2645,4468,203,1555,1758,6226,28.24%,9416
4,2024-07-24,2281,3123,5404,404,923,1327,6731,19.71%,
5,2024-07-25,2682,3037,5719,483,1918,2401,8120,29.57%,
6,2024-07-26,4009,5843,9852,685,1864,2549,12401,20.55%,
7,2024-07-27,3871,6196,10067,793,34550,35343,13602,259.84%,
3,2024-07-30,2132,3982,6114,495,1308,1803,7917,22.77%,9291.6
4,2024-07-31,2473,2518,4991,645,978,1623,6614,24.54%,
5,2024-08-01,2273,4660,6933,432,1428,1860,8793,21.15%,
6,2024-08-02,2790,5274,8064,456,1679,2135,10199,20.93%,
7,2024-08-03,3435,6129,9546,997,2373,3370,12935,26.05%,
3,2024-08-06,2115,3555,5670,551,1005,1556,7227,21.53%,10382
4,2024-08-07,2574,3579,6153,449,1769,2218,8372,26.49%,
5,2024-08-08,2258,4402,6660,645,848,1493,8154,18.31%,
6,2024-08-09,2758,6223,8981,757,2805,3562,12543,28.40%,
7,2024-08-10,5619,5501,11121,2517,1976,4493,15614,28.78%,
3,2024-08-13,2018,2704,4722,569,883,1452,6174,23.52%,10153.2
4,2024-08-14,1759,4035,5794,315,1157,1472,7266,20.26%,
5,2024-08-15,2157,4004,6161,406,1646,2052,8214,24.98%,
6,2024-08-16,3994,6081,10075,768,2443,3211,13286,24.17%,
7,2024-08-17,4428,6512,10940,1825,3061,4886,15826,30.87%,
3,2024-08-20,1404,2619,4023,372,868,1240,5263,23.56%,7863.8
4,2024-08-21,2121,2680,4801,239,1313,1552,6353,24.43%,
5,2024-08-22,1437,2989,4427,409,1514,1923,6350,30.28%,
6,2024-08-23,2257,5690,7947,789,2669,3458,11405,30.32%,
7,2024-08-24,3483,4288,7771,,,2177,9948,21.88%,
3,2024-08-27,1658,3162,4820,562,1292,1854,6673,27.78%,7334.4
4,2024-08-28,1223,2557,3779,285,931,1216,4996,24.34%,
5,2024-08-29,1655,2953,4608,619,568,1187,5796,20.48%,
6,2024-08-30,1774,5319,7093,566,1956,2522,9615,26.23%,
7,2024-08-31,2685,4838,7524,590,1478,2068,9592,21.56%,
3,2024-09-03,2513,3261,5775,784,942,1726,7511,22.98%,8171
4,2024-09-04,2418,3065,5484,671,1034,1705,7189,23.72%,
5,2024-09-05,1509,2465,3974,440,1114,1554,5528,28.11%,
6,2024-09-06,2138,5732,7870,356,1915,2271,10141,22.39%,
7,2024-09-07,4449,4172,5621,1044,820,1864,10486,17.78%,
3,2024-09-10,1651,2160,3811,179,1604,1783,5594,31.87%,7788.2
4,2024-09-11,1670,1987,3657,275,1177,1452,5109,28.42%,
5,2024-09-12,1298,2629,3927,179,1172,1351,5279,25.59%,
6,2024-09-13,2864,5286,8150,425,2472,2897,11047,26.22%,
7,2024-09-14,4256,5059,9315,1145,1452,2597,11912,21.80%,
3,2024-09-17,1981,2204,4185,321,770,1091,5276,20.68%,9198.6
4,2024-09-18,1562,2920,4482,,,1488,5970,24.92%,
5,2024-09-19,1629,3416,5046,341,1971,2312,7358,31.42%,
6,2024-09-20,2349,5753,8102,518,2597,3115,11217,27.77%,
7,2024-09-21,3545,7045,10590,1842,3740,5582,16172,34.52%,
3,2024-09-24,1416,2474,3891,423,1094,1517,5408,28.05%,9393.8
4,2024-09-25,1550,2558,4108,438,1327,1765,5874,30.05%,
5,2024-09-26,1874,3133,5007,484,883,1367,6374,21.45%,
6,2024-09-27,2861,6892,9753,1116,2919,4035,13789,29.26%,
7,2024-09-28,4525,6654,11178,1479,2867,4346,15524,28.00%,
3,2024-10-01,1960,2115,4075,282,630,912,4988,18.28%,9542.8
4,2024-10-02,1058,2725,3783,200,1247,1447,5231,27.66%,
5,2024-10-03,1539,3391,5530,473,1596,2069,7399,27.96%,
6,2024-10-04,4124,7236,11360,903,3827,4730,16090,29.40%,
7,2024-10-05,4444,6270,10714,728,2564,3292,14006,23.50%,
3,2024-10-08,1080,2255,3335,477,1237,1714,5050,33.94%,7459.8
4,2024-10-09,1402,2523,3952,351,1086,1437,5362,26.80%,
5,2024-10-10,1472,3315,4787,812,1062,1874,6662,28.13%,
6,2024-10-11,1624,5186,6810,873,1843,2716,9526,28.51%,
7,2024-10-12,3463,5179,8642,983,1074,2057,10699,19.23%,
3,2024-10-15,1524,2507,4031,366,785,1151,5182,22.21%,8747.6
4,2024-10-16,1894,3067,4961,410,2048,2458,7419,33.13%,
5,2024-10-17,3007,3245,6252,665,1347,2012,8264,24.35%,
6,2024-10-18,3084,5012,8097,972,983,1955,10052,19.45%,
7,2024-10-19,3519,5769,9288,1514,2019,3533,12821,27.56%,
3,2024-10-22,1690,2624,4314,658,1148,1806,6120,29.51%,8223.4
4,2024-10-23,1880,2367,4247,302,1533,1835,6083,30.17%,
5,2024-10-24,1124,3253,4377,294,811,1105,5482,20.16%,
6,2024-10-25,2681,4550,7231,992,1839,2831,10062,28.14%,
7,2024-10-26,4247,6043,10290,822,2258,3080,13370,23.04%,
3,2024-10-29,1515,2563,4078,450,573,1023,5102,20.05%,7744.8
4,2024-10-30,1651,2629,4281,566,1010,1576,5857,26.91%,
5,2024-10-31,1839,2862,4701,514,1195,1709,6410,26.66%,
6,2024-11-01,3147,5713,8860,643,2099,2742,11602,23.63%,
7,2024-11-02,3316,4677,7993,697,365,1062,9753,10.89%,
3,2024-11-05,1560,1591,3151,227,484,711,3863,18.41%,10810.8
4,2024-11-06,2083,2859,4942,387,1190,1577,6519,24.19%,
5,2024-11-07,2413,4404,6817,415,2183,2598,9415,27.59%,
6,2024-11-08,3128,7783,10911,660,3701,4361,15272,28.56%,
7,2024-11-09,5148,7433,12582,2382,4021,6403,18985,33.73%,
3,2024-11-12,1360,1569,2930,419,1181,1600,4530,35.32%,7214
4,2024-11-13,1336,2530,3866,516,927,1443,5309,27.18%,
5,2024-11-14,1424,2958,4383,386,1094,1480,5863,25.24%,
6,2024-11-15,2386,4470,6857,518,1955,2473,9330,26.51%,
7,2024-11-16,3206,4450,7656,1440,1942,3382,11038,30.64%,
3,2024-11-19,1152,2435,3587,467,730,1197,4785,25.02%,7594.8
4,2024-11-20,1687,1728,3415,377,636,1013,4428,22.88%,
5,2024-11-21,1278,2387,3665,569,1140,1709,5374,31.80%,
6,2024-11-22,2088,4074,6163,729,1813,2542,8705,29.20%,
7,2024-11-23,4224,6851,11075,1469,2137,3606,14682,24.56%,
3,2024-11-26,2844,3271,6115,530,1316,1846,7962,23.19%,12046.25
4,2024-11-27,2727,5150,7877,653,2381,3034,10911,27.81%,
5,2024-11-28,,,,,,,,,
6,2024-11-29,3742,6474,10216,1470,4670,6140,16357,37.54%,
7,2024-11-30,5692,4009,9701,2266,988,3254,12955,25.12%,
3,2024-12-03,1160,1774,2934,369,953,1322,4256,31.06%,7200.2
4,2024-12-04,1985,1955,3940,342,905,1247,5188,24.04%,
5,2024-12-05,2008,2753,4761,470,1376,1846,6607,27.94%,
6,2024-12-06,2964,4510,7475,762,1151,1913,9388,20.38%,
7,2024-12-07,2914,5158,8073,1120,1369,2489,10562,23.57%,
3,2024-12-10,1543,2251,3794,576,1047,1623,5417,29.96%,8755.6
4,2024-12-11,1979,2967,4946,672,1430,2102,7048,29.82%,
5,2024-12-12,2290,3574,5864,933,1252,2185,8050,27.14%,
6,2024-12-13,2648,5250,7898,692,2244,2936,10834,27.10%,
7,2024-12-14,4396,4835,9231,2201,997,3198,12429,25.73%,
3,2024-12-17,2416,2258,4674,,,1636,6310,25.93%,8008
4,2024-12-18,1510,2561,4071,722,1046,1768,5839,30.28%,
5,2024-12-19,1495,2652,4147,715,2169,2884,7031,41.02%,
6,2024-12-20,2457,3554,6012,660,2381,3041,9053,33.59%,
7,2024-12-21,3766,4446,8213,2061,1534,3595,11807,30.45%,
3,2024-12-24,,,,,,,,,14179.66667
4,2024-12-25,,,,,,,,,
5,2024-12-26,4530,5518,9998,1827,2653,4480,14478,30.94%,
6,2024-12-27,4143,5433,9576,1325,2998,4323,13899,31.10%,
7,2024-12-28,5395,5917,11310,1022,1830,2852,14162,20.14%,
