DAY,DATE,SATCH-DAY,SATCH-NIGHT,SATCH-TOT,LSE-DAY,LSE-NIGHT,LSE-TOT,TOTAL,LSE-PERCENT,WEEKLY AVG
3,2024-03-24,829,1892,2721,,,,2721,,4402.2
4,2024-03-25,1216,1523,2739,,,,2739,,
5,2024-03-26,1243,2684,3927,,,,3927,,
6,2024-03-27,1742,5225,6968,,,,6968,,
7,2024-03-28,1638,4018,5656,,,,5656,,
3,2024-03-31,1079,2658,3737,,,,3737,,5288
4,2024-04-01,1763,2845,4608,,,,4608,,
5,2024-04-02,1139,3169,4307,,,,4307,,
6,2024-04-03,1829,4773,6602,,,,6602,,
7,2024-04-04,2451,4735,7186,,,,7186,,
3,2024-04-07,1069,2253,3322,,,,3322,,4773.6
4,2024-04-08,971,2518,3489,,,,3489,,
5,2024-04-09,1371,2683,4054,,,,4054,,
6,2024-04-10,1940,4660,6600,,,,6600,,
7,2024-04-11,2389,4014,6403,,,,6403,,
3,2024-04-14,1456,2309,3765,,,,3765,,5213
4,2024-04-15,1221,2347,3568,,,,3568,,
5,2024-04-16,1433,3402,4836,,,,4836,,
6,2024-04-17,1843,5859,7703,,,,7703,,
7,2024-04-18,2285,3908,6193,,,,6193,,
3,2024-04-21,1510,,3991,,,,3991.52,,5438.126
4,2024-04-22,1872,2331,4203,,,,4203.57,,
5,2024-04-23,1195,3047,4242,,,,4242.15,,
6,2024-04-24,2065,4921,6986,,,,6986.16,,
7,2024-04-25,2139,5628,7767,,,,7767.23,,
3,2024-04-28,,,,,,,,,5984.1175
4,2024-04-29,1619,2356,3975,303.69,-32.4,271.29,2975.36,9.12%,
5,2024-04-30,1802,3114,4916,509.33,,,4916.62,,
6,2024-05-01,2266,6247,8513,958.23,,,8513.61,,
7,2024-05-02,2918,4613,7530,612.6,,,7530.88,,
3,2024-05-05,1675,2435,4110,150,-19,131,4392.05,2.98%,6214.888
4,2024-05-06,1193,1646,2839,165,602,767,3606.26,21.27%,
5,2024-05-07,1153,2552,3705,547,583,1130,4834.99,23.37%,
6,2024-05-08,2146,4709,6855,536,1662,2198,9054.17,24.28%,
7,2024-05-09,2802,4193,6995,548,1644,2192,9186.97,23.86%,
3,2024-05-12,1034,1819,2853,282,1157,1439,4292.07,33.53%,6029.676
4,2024-05-13,1367,2566,3933,248,306,554,4487.19,12.35%,
5,2024-05-14,1251,2292,3543,97,1098,1195,4739.2,25.22%,
6,2024-05-15,1595,4108,5703,588,1892,2480,8183.63,30.30%,
7,2024-05-16,2318,3406,5724,693,2029,2722,8446.29,32.23%,
3,2024-05-19,1462,1965,3427,391,528,919,4346.93,21.14%,6388.654
4,2024-05-20,1423,2271,3694,266,819,1085,4779.42,22.70%,
5,2024-05-21,1432,3257,4688,417,1279,1696,5801.03,29.24%,
6,2024-05-22,1499,4163,5663,538,1530,2068,8270.54,25.00%,
7,2024-05-23,2320,4160,6480,877,1388,2265,8745.35,25.90%,
3,2024-05-26,1481,2214,3695,588,417,1005,4700.35,21.38%,6357.048
4,2024-05-27,1265,2127,3392,416,720,1136,4528.4,25.09%,
5,2024-05-28,1504,3092,4597,201,536,737,5334.41,13.82%,
6,2024-05-29,1773,3572,5345,467,3059,3526,8871.75,39.74%,
7,2024-05-30,2157,3113,5270,902,2178,3080,8350.33,36.88%,
3,2024-06-02,1239,2920,4159,185,575,760,4919.14,15.45%,6710.542
4,2024-06-03,1736,2040,3776,454,842,1296,5072.79,25.55%,
5,2024-06-04,1318,2147,3466,386,1006,1392,4858,28.65%,
6,2024-06-05,1531,3895,5426,777,2787,3564,8990.57,39.64%,
7,2024-06-06,2671,3686,6357,1154,2201,3355,9712.21,34.54%,
3,2024-06-09,2000,1981,3981,674,1359,2033,6014.1,33.80%,7973.47
4,2024-06-10,1339,2105,3445,804,1507,2311,5755.94,40.15%,
5,2024-06-11,1572,2088,4060,593,1575,2168,6228.62,34.81%,
6,2024-06-12,1822,3705,5527,681,3505,4186,9713.68,43.09%,
7,2024-06-13,2298,4280,7278,1757,3120,4877,12155.01,40.12%,
3,2024-06-16,1523,2822,4345,783,1762,2545,6891,36.93%,8117.716
4,2024-06-17,1680,2258,3938,1149,1275,2424,6362.79,38.10%,
5,2024-06-18,2349,2129,4478,965,1401,2366,6844.57,34.57%,
6,2024-06-19,1659,4207,5866,1014,3387,4401,10267.53,42.86%,
7,2024-06-20,2548,2872,5420,1395,3407,4802,10222.69,46.97%,
3,2024-06-23,1326,2396,3722,734,1664,2398,6120.37,39.18%,7379.314
4,2024-06-24,1258,1585,2843,740,1581,2321,5164.62,44.94%,
5,2024-06-25,955,1992,2947,1279,693,1972,5919.58,33.31%,
6,2024-06-26,1393,2500,3893,556,3731,4287,8180.86,52.40%,
7,2024-06-27,2111,3913,6025,2210,3276,5486,11511.14,47.66%,
3,2024-06-30,1027,1187,2214,649,1571,2220,4434,50.07%,6329.89
4,2024-07-01,1210,1992,3202,732,1593,2325,5527.41,42.06%,
5,2024-07-02,1098,2361,3459,810,2780,3590,7049.97,50.92%,
6,2024-07-03,1112,2174,3566,975,3607,4582,8148.29,56.23%,
7,2024-07-04,1475,1367,2900,762,2827,3589,6489.78,55.30%,
3,2024-07-07,984,2127,3111,951,1775,2726,5837.55,46.70%,7338.786
4,2024-07-08,890,1160,2084,818,2137,2955,5039.35,58.64%,
5,2024-07-09,820,1804,2624,1185,2193,3378,6002,56.28%,
6,2024-07-10,1841,2626,4467,1089,3948,5037,9504.33,53.00%,
7,2024-07-11,1875,3134,5009,1222,4079,5301,10310.7,51.41%,
3,2024-07-14,870,1310,2216,694,1760,2454,4670.98,52.54%,6839.496
4,2024-07-15,1155,1182,2337,914,1851,2765,5101.87,54.20%,
5,2024-07-16,548,1606,2229,883,1594,2477,4705.53,52.64%,
6,2024-07-17,1020,3083,4103,1329,3624,4953,9056.01,54.69%,
7,2024-07-18,2154,3183,5424,1065,4173,5238,10663.09,49.12%,
3,2024-07-21,1583,1535,3159,680,1969,2649,5808.36,45.61%,7162.804
4,2024-07-22,1116,1072,2238,390,2020,2410,4645.99,51.87%,
5,2024-07-23,1143,1520,2664,1050,1441,2491,5154.98,48.32%,
6,2024-07-24,1079,3223,4422,984,3595,4579,9001.76,50.87%,
7,2024-07-25,2586,3538,6124,1559,3519,5078,11202.93,45.33%,
3,2024-07-28,1319,1498,2817,1047,2039,3086,5903.33,52.28%,7530.428
4,2024-07-29,1064,2130,3194,767,2235,3002,6196.43,48.45%,
5,2024-07-30,943,1805,2748,1080,2752,3832,6580.21,58.24%,
6,2024-07-31,1656,2800,4456,1116,3928,5044,9500.72,53.09%,
7,2024-08-01,1899,2620,4519,1426,3526,4952,9471.45,52.28%,
3,2024-08-04,1091,1809,2900,762,1316,2078,4978.22,41.74%,7372.472
4,2024-08-05,1253,1517,2770,1093,1513,2606,5376.1,48.47%,
5,2024-08-06,1273,1561,2834,1022,2216,3238,6073,53.32%,
6,2024-08-07,1069,2401,3962,1260,4087,5347,9309.07,57.44%,
7,2024-08-08,2668,2717,5385,2185,3286,5471,11125.97,49.17%,
3,2024-08-11,832,1994,2883,504,1799,2303,5187.19,44.40%,7545.082
4,2024-08-12,974,1387,2820,526,1422,1948,4768.64,40.85%,
5,2024-08-13,1926,1256,2612,854,1814,2668,5280.68,50.52%,
6,2024-08-14,1143,2539,4918,532,2557,3089,10565.41,29.24%,
7,2024-08-15,2095,3720,6024,667,5232,5899,11923.49,49.47%,
3,2024-08-18,917,1954,3571,495,2053,2548,6120.13,41.63%,7983.082
4,2024-08-19,1280,1680,2960,751,2039,2790,5751,48.51%,
5,2024-08-20,1148,2128,3276,929,1657,2586,5862.46,44.11%,
6,2024-08-21,1901,3414,5315,,,5439,10754.83,50.57%,
7,2024-08-22,2675,3046,5787,2160,3479,5639,11426.99,49.35%,
3,2024-08-25,1184,2036,3221,776,1437,2213,5434.46,40.72%,8610.92
4,2024-08-26,1608,2421,4030,994,1768,2762,6725.21,41.07%,
5,2024-08-27,1524,2205,3729,558,2990,3548,7288.65,48.68%,
6,2024-08-28,1581,3604,5185,1225,4506,5731,10915.74,52.50%,
7,2024-08-29,2465,3489,5954,1941,4795,6736,12690.54,53.08%,
3,2024-09-01,826,1492,2318,408,1068,1476,3794.39,38.90%,7124.09
4,2024-09-02,890,1182,2072,916,1760,2676,4748.64,56.35%,
5,2024-09-03,837,1270,2107,863,1891,2754,4861.97,56.64%,
6,2024-09-04,1168,2747,3916,1777,4123,5900,9816.24,60.10%,
7,2024-09-05,2472,3657,6129,1932,4337,6269,12399.21,50.56%,
3,2024-09-08,769,1349,2119,610,993,1603,3722,43.07%,6514.272
4,2024-09-09,1009,1259,2268,871,1785,2656,4925,53.93%,
5,2024-09-10,849,1121,1971,685,1709,2394,4364.8,54.85%,
6,2024-09-11,1199,2739,3939,917,4282,5199,9138.72,56.89%,
7,2024-09-12,2479,2937,5417,2141,2863,5004,10420.84,48.02%,
3,2024-09-15,525,795,1320,637,1473,2110,3430.77,61.50%,6393.08
4,2024-09-16,794,1589,2383,671,1480,2151,4535.23,47.43%,
5,2024-09-17,756,1371,2127,688,1442,2130,4256.75,50.04%,
6,2024-09-18,1095,2256,3351,1174,3875,5049,8400.79,60.10%,
7,2024-09-19,2097,3059,5156,2426,3759,6185,11341.86,54.53%,
3,2024-09-22,894,1155,2049,709,1132,1841,3890.66,47.32%,7024.032
4,2024-09-23,1068,1067,2135,838,1581,2419,4554.31,53.11%,
5,2024-09-24,1218,1564,2783,821,2220,3041,5824.82,52.21%,
6,2024-09-25,949,3756,4705,773,4296,5069,9774.37,51.86%,
7,2024-09-26,1758,3600,5588,1587,4131,5718,11076,51.63%,
3,2024-09-29,693,1206,1899,893,1188,2081,3980.47,52.28%,6855.644
4,2024-09-30,1037,1597,2633,463,1594,2057,4690.51,43.85%,
5,2024-10-01,1273,1686,2959,973,1725,2698,5657.3,47.69%,
6,2024-10-02,1391,2608,3999,1141,3818,4959,8959.08,55.35%,
7,2024-10-03,2013,3208,5222,2111,3657,5768,10990.86,52.48%,
3,2024-10-06,940,1556,2496,709,1374,2083,4580,45.48%,6967.83
4,2024-10-07,788,1435,2223,765,1589,2354,4578.01,51.42%,
5,2024-10-08,952,1694,2646,687,1574,2261,4908.04,46.07%,
6,2024-10-09,1641,3176,4817,1470,4529,5999,10816.43,55.46%,
7,2024-10-10,2151,3414,5565,1238,3153,4391,9956.67,44.10%,
3,2024-10-13,1138,1336,2474,945,1421,2366,4840.09,48.88%,7714.088
4,2024-10-14,935,1757,2693,1009,1577,2586,5279.5,48.98%,
5,2024-10-15,1317,1576,2893,852,1245,2097,4990.02,42.02%,
6,2024-10-16,1454,3620,5074,1769,4874.8,6643.8,11717.84,56.70%,
7,2024-10-17,3182,3079,6261,2007,3475,5482,11742.99,46.68%,
3,2024-10-20,1115,1170,2285,1121,1423,2544,4830.24,52.67%,7338.37
4,2024-10-21,1613,1422,3035,401,1137,1538,4573.35,33.63%,
5,2024-10-22,1359,1860,3218,759,1470,2229,5447.81,40.92%,
6,2024-10-23,1965,3192,5157,1097,3105,4202,9359.07,44.90%,
7,2024-10-24,2829,4061,6891,2694,2897,5591,12481.38,44.79%,
3,2024-10-27,816,1615,2432,1069,1381,2450,4882.15,50.18%,6597.058
4,2024-10-28,836,1734,2570,603,1286,1889,4459.43,42.36%,
5,2024-10-29,853,1440,2293,901,989,1890,4184.09,45.17%,
6,2024-10-30,1347,2599,3946,1317,3957,5274,9220.02,57.20%,
7,2024-10-31,2663,3143,5807,2661,1770,4431,10239.6,43.27%,
3,2024-11-03,1174,2010,3184,872,1851,2723,5907.67,46.09%,7327.548
4,2024-11-04,773,1187,1960,623,1840,2463,4423.94,55.67%,
5,2024-11-05,1191,1690,2881,1149,1441,2590,5472.17,47.33%,
6,2024-11-06,1579,3065,4644,1317,3410,4727,9372.07,50.44%,
7,2024-11-07,2472,2454,5197,2653,3612,6265,11461.89,54.66%,
3,2024-11-10,1051,1244,2295,997,1677,2674,4969.66,53.81%,7429.476
4,2024-11-11,1509,1661,3167,1561,1140,2701,5868.28,46.03%,
5,2024-11-12,1087,1575,2662,716,1597,2313,4975.32,46.49%,
6,2024-11-13,1330,2963,4293,1400,4348,5748,10041.11,57.24%,
7,2024-11-14,3376,2803,6180,2356,2758,5114,11293.01,45.28%,
3,2024-11-17,1093,1802,2895,1198,916,2114,5009.81,42.20%,7103.302
4,2024-11-18,1356,1389,2746,1000,1462,2462,5208.19,47.27%,
5,2024-11-19,1357,1229,2586,706,1543,2249,4835.98,46.51%,
6,2024-11-20,1283,3139,4423,1581,4113,5694,10117.38,56.28%,
7,2024-11-21,1840,3347,5187,1877,3281,5158,10345.15,49.86%,
3,2024-11-24,1788,2064,3852,965,1836,2801,6653.94,42.10%,8090.27
4,2024-11-25,1947,2019,3966,1581,1987,3568,7534.55,47.36%,
5,2024-11-26,,,,,,,,,
6,2024-11-27,2056,2007,4064,1250,2348,3598,7661.59,46.96%,
7,2024-11-28,2711,3221,5932,1819,2759,4578,10511,43.55%,
3,2024-12-01,792,683,1475,548,1090,1638,3113.92,52.60%,6119.39
4,2024-12-02,894,876,1771,775,991,1766,3537.55,49.92%,
5,2024-12-03,843,1136,1979,1254,1171,2425,4404.04,55.06%,
6,2024-12-04,891,3681,4572,1661,3275,4936,9508.37,51.91%,
7,2024-12-05,2762,2576,5339,1757,2937,4694,10033.07,46.79%,
3,2024-12-08,896,833,1729,876,1453,2329,4058.28,57.39%,6915.818
4,2024-12-09,1187,1238,2425,930,1406,2336,4761.29,49.06%,
5,2024-12-10,1030,1714,2745,1197,1544,2741,5485.85,49.96%,
6,2024-12-11,2189,2861,5050,1334,3733,5067,10116.78,50.09%,
7,2024-12-12,2315,2320,4635,2248,3273,5521,10156.89,54.36%,
3,2024-12-15,1580,1446,3026,1319,1699,3018,6044.41,49.93%,7545.62
4,2024-12-16,1187,987,2174,1320,1869,3189,5363.81,59.45%,
5,2024-12-17,1082,1416,2498,1595,1485,3080,5579.09,55.21%,
6,2024-12-18,1145,2554,3700,1893,4193,6086,9786.23,62.19%,
7,2024-12-19,2595,2130,5089,3317,2548,5865,10954.56,53.54%,
3,2024-12-22,2124,2276,4400,2354,2970,5324,9724.05,54.75%,9473.52
4,2024-12-23,1900,1437,3337,1178,5150,6328,9665.88,65.47%,
5,2024-12-24,,,,,,,,,
6,2024-12-25,,,,,,,,,
7,2024-12-26,2470,1986,4456,1648,2927,4575,9030.63,50.66%,
3,2024-12-29,2188,2461,4650,1602,2635,4237,8887.19,47.68%,9140.88
4,2024-12-30,2211,189,4050,1956,3388,5344,9394.57,56.88%,
5,2024-12-31,,,,,,,,,
6,2024-01-01,,,,,,,,,
7,2024-01-02,,,,,,,,,
