DAY,DATE,SATCH-DAY,SATCH-NIGHT,SATCH-TOT,LSE-DAY,LSE-NIGHT,LSE-TOT,TOTAL,LSE-PERCENT,WEEKLY AVG
3,2024-05-25,1725,2194,3919,659,1127,1787,5705.98,31.32%,8789.1
4,2024-05-26,1959,2279,4238,653,1664,2318,6556.35,35.36%,
5,2024-05-27,2177,2814,4991,618,1937,2555,7545.85,33.86%,
6,2024-05-28,2154,5185,7339,1285,2376,3661,11000.43,33.28%,
7,2024-05-29,4019,4642,8661,1283,3191,4475,13136.89,34.06%,
3,2024-06-01,1842,2089,3932,717,867,1584,5516,28.72%,8186.642
4,2024-06-02,1615,2170,3785,691,991,1682,5467,30.77%,
5,2024-06-03,1786,3312,5098,782,1850,2632,7730.64,34.05%,
6,2024-06-04,2115,4354,6468,868,1981,2850,9318.82,30.58%,
7,2024-06-05,3281,5239,8520,1390,2990,4390,12900.75,34.03%,
3,2024-06-08,2062,2195,4257,662,1625,2288,6545.49,34.96%,9096.25
4,2024-06-09,2360,2453,4812,682,1160,1842,6655.83,27.67%,
5,2024-06-10,1658,3415,5073,448,2412,2860,7933.26,36.05%,
6,2024-06-11,2315,5212,7527,774,2651,3335,10862.67,30.70%,
7,2024-06-12,4111,4699,8810,1612,3062,4674,13484,34.66%,
3,2024-06-15,1777,3349,5126,498,1115,1613,6739.85,23.93%,9862.814
4,2024-06-16,1721,2879,4600,1043,1953,2996,7595.8,39.44%,
5,2024-06-17,2118,3725,5842,1003,2143,3147,8989.54,35.01%,
6,2024-06-18,3204,5005,8209,1183,2779,3962,12171.54,32.55%,
7,2024-06-19,4183,5586,9796,1354,2693,4048,13817.34,29.30%,
3,2024-06-22,2320,2912,5232,501,1152,1653,6885.82,24.01%,9818.666
4,2024-06-23,2270,2916,5185,1089,1026,2115,7300.66,28.97%,
5,2024-06-24,2223,3462,5685,625,1246,1872,7556.85,24.77%,
6,2024-06-25,2396,5050,7447,1080,3743,4823,12270.24,39.31%,
7,2024-06-26,,,10094,,,4986,15079.76,33.06%,
3,2024-06-29,2853,2577,5161,834,1606,2441,7602.72,32.11%,9316.542
4,2024-06-30,1795,2843,4638,516,1628,2145,6783.87,31.62%,
5,2024-07-01,1756,3766,5522,1076,999,2075,7597.15,27.31%,
6,2024-07-02,2562,4851,7413,1026,2722,3748,11161.87,33.58%,
7,2024-07-03,4016,5201,9217,1548,2671,4219,13437.1,31.40%,
3,2024-07-06,1657,1699,3356,678,1254,1932,5288,36.54%,9257.076
4,2024-07-07,962,2265,3227,506,925,1431,4658,30.72%,
5,2024-07-08,2191,3784,5975,600,1970,2570,8544.8,30.08%,
6,2024-07-09,2639,5251,7890,974,3702,4676,12567.3,37.21%,
7,2024-07-10,3704,6395,10099,1635,3493,5128,15227.28,33.68%,
3,2024-07-13,2249,3185,5434,708,1442,2151,7585.44,28.36%,10408.854
4,2024-07-14,2015,3414,5429,1142,1548,2690,8119.5,33.13%,
5,2024-07-15,2199,4382,6581,872,2269,3142,9723.18,32.31%,
6,2024-07-16,2640,5531,8172,1037,3650,4687,12859.15,36.45%,
7,2024-07-17,3569,5325,8895,1691,3471,4862,13757,35.34%,
3,2024-07-20,2475,3206,5681,773,1623,2396,8077,29.66%,10243.6
4,2024-07-21,2302,2766,5069,939,1377,2316,7385,31.36%,
5,2024-07-22,2105,3981,6086,1044,2476,3520,9606,36.64%,
6,2024-07-23,2713,4656,7369,975,2539,3515,10885,32.29%,
7,2024-07-24,4795,5837,10632,1717,2915,4632,15265,30.34%,
3,2024-07-27,1938,3234,5172,473,1952,2425,7598,31.92%,10038.4
4,2024-07-28,2597,2756,5354,639,1498,2138,7493,28.53%,
5,2024-07-29,1817,4766,6584,788,2062,2850,9434,30.21%,
6,2024-07-30,2807,4902,7709,843,3617,4461,12171,36.65%,
7,2024-07-31,3820,5408,9228,1150,3117,4267,13496,31.62%,
3,2024-08-03,1735,2645,4381,741,1451,2192,6573,33.35%,9617
4,2024-08-04,2010,2359,4369,937,1882,2819,7189,39.21%,
5,2024-08-05,1871,3414,5285,654,2068,2722,8007,34.00%,
6,2024-08-06,3022,5417,8439,1295,3028,4323,12762,33.87%,
7,2024-08-07,4269,5060,9329,1926,2299,4225,13554,31.17%,
3,2024-08-10,1869,2927,4796,495,996,1491,6228,23.94%,8507.4
4,2024-08-11,2030,2330,4361,1007,1217,2224,6585,33.77%,
5,2024-08-12,1753,2558,4311,895,1462,2357,6668,35.35%,
6,2024-08-13,2234,4691,6926,814,3181,3995,10920,36.58%,
7,2024-08-14,2283,6503,8786,899,2452,3350,12136,27.60%,
3,2024-08-17,3112,4349,7461,891,2557,3448,10910,31.60%,11522.2
4,2024-08-18,2344,4616,6960,464,1477,1942,8902,21.82%,
5,2024-08-19,2374,3745,6119,871,2053,2925,9044,32.34%,
6,2024-08-20,2667,5733,8400,852,3160,4012,12412,32.32%,
7,2024-08-21,4396,6174,10570,1718,4054,5772,16343,35.32%,
3,2024-08-24,1773,2712,4485,473,972,1445,4930,29.31%,8419.6
4,2024-08-25,1408,2294,3703,374,1460,1835,5537,33.14%,
5,2024-08-26,2196,2954,5150,493,2073,2566,7716,33.26%,
6,2024-08-27,1975,4420,6395,795,2520,3315,9711,34.14%,
7,2024-08-28,4147,5474,9621,2053,2530,4583,14204,32.27%,
3,2024-08-31,1571,1817,3387,323,1260,1584,4971,31.86%,8495.4
4,2024-09-01,1591,1927,3518,465,1103,1569,5087,30.84%,
5,2024-09-02,1731,2879,4610,472,1451,1924,6535,29.44%,
6,2024-09-03,2542,6494,9036,1015,3643,4568,13695,33.36%,
7,2024-09-04,4700,4210,8910,1655,1624,3280,12189,26.91%,
3,2024-09-07,1416,1909,3325,471,625,1097,4422,24.81%,7983.6
4,2024-09-08,1612,2185,3797,554,1300,1854,5650,32.81%,
5,2024-09-09,1306,2223,3529,623,1981,2604,6133,42.46%,
6,2024-09-10,1876,5072,6948,1134,2576,3710,10659,34.81%,
7,2024-09-11,3312,5288,8600,1522,2933,4455,13054,34.13%,
3,2024-09-14,1205,3043,4247,642,1060,1703,5950,28.62%,10034.6
4,2024-09-15,1560,2388,3948,594,1532,2127,6075,35.01%,
5,2024-09-16,1685,3166,4851,942,1935,2877,7728,37.23%,
6,2024-09-17,3550,6689,10239,832,5169,6001,16240,36.95%,
7,2024-09-18,3660,6083,9743,1515,90056,4437,14180,31.29%,
3,2024-09-21,1434,2201,3635,532,1292,1824,5460,33.41%,9259.2
4,2024-09-22,1668,2072,3740,632,1087,1720,5460,31.50%,
5,2024-09-23,1338,3695,5033,939,1391,2331,7364,31.65%,
6,2024-09-24,2252,6284,8537,1095,5072,6167,14704,41.94%,
7,2024-09-25,5290,3403,8693,2889,1726,4615,13308,34.68%,
3,2024-09-28,1979,2296,4276,585,1254,1839,6115,30.07%,8337.6
4,2024-09-29,1810,2243,4053,758,2011,2769,6822,40.59%,
5,2024-09-30,1488,1997,3485,844,1013,1857,5343,34.76%,
6,2024-10-01,2952,5307,7860,1124,2654,3778,11638,32.46%,
7,2024-10-02,4493,4257,8750,1266,1754,3021,11770,25.67%,
3,2024-10-05,1829,2262,4091,551,1358,1909,6001,31.81%,9756.6
4,2024-10-06,1352,3051,4403,667,1148,1815,6219,29.18%,
5,2024-10-07,1573,2844,4417,530,1603,2133,6550,32.56%,
6,2024-10-08,3556,5568,9124,1129,3697,4826,13951,34.59%,
7,2024-10-09,3613,5893,9506,2776,3780,6556,16062,40.82%,
3,2024-10-12,1750,2917,4667,418,818,1236,5903,20.94%,8433.2
4,2024-10-13,1266,2439,3705,530,1074,1605,5310,30.23%,
5,2024-10-14,1598,2718,4317,647,1996,2643,6959,37.98%,
6,2024-10-15,2723,5286,8009,1088,2098,3186,11195,28.46%,
7,2024-10-16,4047,4773,8820,1247,2731,3978,12799,31.08%,
3,2024-10-19,1795,2277,4072,778,1391,2169,6241,34.75%,8872.2
4,2024-10-20,1529,2183,3711,426,1147,1574,5286,29.78%,
5,2024-10-21,1622,3050,4672,1116,1798,2914,7586,38.41%,
6,2024-10-22,2332,5507,7807,953,2426,3379,11187,30.20%,
7,2024-10-23,5042,5157,10198,1388,2474,3862,14061,27.47%,
3,2024-10-26,1807,1915,3722,558,684,1242,4964,25.02%,8072
4,2024-10-27,2026,2366,4393,1033,1611,2644,7037,37.57%,
5,2024-10-28,1474,2913,4387,596,1876,2472,6859,36.04%,
6,2024-10-29,2456,4747,7204,788,2789,3577,10781,33.18%,
7,2024-10-30,3282,3966,7248,1872,1600,3472,10719,32.39%,
3,2024-11-02,1858,2220,4078,693,1746,2439,6517,37.43%,8117.6
4,2024-11-03,2031,2613,4644,784,1624,2407,7051,34.14%,
5,2024-11-04,1378,2153,3513,568,1287,1946,5459,35.65%,
6,2024-11-05,1823,4055,5878,1115,2043,3158,9036,34.95%,
7,2024-11-06,3869,3854,7723,2463,2338,4802,12525,38.34%,
3,2024-11-09,2110,2827,4937,650,632,1282,6220,20.61%,11474.6
4,2024-11-10,1869,3629,5498,629,2158,2788,8285,33.65%,
5,2024-11-11,2841,3575,6416,1584,1738,3323,9739,34.12%,
6,2024-11-12,3550,6562,10112,987,4835,5822,15934,36.54%,
7,2024-11-13,4215,6097,10312,3116,3766,6883,17195,40.03%,
3,2024-11-16,2017,2239,4256,1048,1403,2451,6707,36.54%,8343.4
4,2024-11-17,2116,2224,4339,816,1015,1828,6167,29.64%,
5,2024-11-18,1170,3040,4211,666,1682,2348,6559,35.80%,
6,2024-11-19,2279,4780,7059,1096,3365,4461,11520,38.72%,
7,2024-11-20,3966,3732,7698,1896,1169,3066,10764,28.48%,
3,2024-11-23,3081,3433,6514,1105,2224,3329,9843,33.82%,13603
4,2024-11-24,2425,4240,6665,1454,1931,3385,10050,33.68%,
5,2024-11-25,,,,,,,,,
6,2024-11-26,5024,6876,11901,1888,5239,7127,19028,37.46%,
7,2024-11-27,3240,5738,8978,2898,3614,6512,15491,42.04%,
3,2024-11-30,1474,2237,3712,992,1593,2585,6297,41.05%,9056.2
4,2024-12-01,2014,2800,4814,746,1713,2459,7273,33.81%,
5,2024-12-02,3188,2386,5574,1133,1880,2923,8497,34.40%,
6,2024-12-03,2250,4425,6675,1043,3348,4392,11456,38.34%,
7,2024-12-04,3974,3884,7858,1549,2351,3900,11758,33.17%,
3,2024-12-07,1843,2634,4478,947,1378,2325,6803,34.18%,8996.2
4,2024-12-08,1918,2141,4059,1112,1501,2613,6672,39.16%,
5,2024-12-09,2163,3007,5170,615,1204,1819,6990,26.02%,
6,2024-12-10,2349,5175,7523,1347,3520,4867,12390,39.28%,
7,2024-12-11,3767,3222,6989,26494,2488,5138,12126,42.37%,
3,2024-12-14,2558,3127,5685,1226,2391,3617,9302,38.88%,11249.8
4,2024-12-15,2521,3031,5552,1403,1602,3005,8556,35.12%,
5,2024-12-16,2589,3698,6287,1111,3353,4464,10751,41.52%,
6,2024-12-17,3331,5468,8799,1963,3203,5166,13965,36.99%,
7,2024-12-18,5064,3533,8597,2593,2486,5079,13675,37.14%,
3,2024-12-21,2880,3280,6161,1691,2503,4195,10355,40.51%,11181
4,2024-12-22,3078,3876,6955,1720,2298,4018,10973,36.62%,
5,2024-12-23,3253,3782,7035,2394,2784,5180,12215,42.41%,
6,2024-12-24,,,,,,,,,
7,2024-12-25,,,,,,,,,
3,2024-12-28,3495,5040,8535,2210,2783,4993,13528,36.91%,12413
4,2024-12-29,3380,4189,7569,1707,3235,4942,12512,39.50%,
5,2024-12-30,3670,3616,7286,1972,1941,3913,11199,34.94%,
6,2024-12-31,,,,,,,,,
7,2024-01-01,,,,,,,,,
