DAY,DATE,SATCH-DAY,SATCH-NIGHT,SATCH-TOT,LSE-DAY,LSE-NIGHT,LSE-TOT,TOTAL,LSE-PERCENT,WEEKLY AVG
7,2024-02-24,4129,6592,10721,,,3485,14206,24.53%,
3,2024-02-27,1820,3035,4855,,,1675,6530,25.65%,8921
4,2024-02-28,1522,3182,4704,,,1988,6693,29.70%,
5,2024-03-01,1807,3827,5634,,,1194,6828,17.49%,
6,2024-03-02,2111,6036,8147,,,2620,10767,24.33%,
7,2024-03-03,5062,5681,10743,,,3044,13787,22.08%,
3,2024-03-06,1790,3014,4804,,,1314,6118,21.48%,8944
4,2024-03-07,2052,3689,5741,,,870,6611,13.16%,
5,2024-03-08,2427,3805,6232,,,2228,8460,26.34%,
6,2024-03-09,3041,5218,8259,,,2139,10398,20.57%,
7,2024-03-10,3646,6602,10248,,,2885,13133,21.97%,
3,2024-03-13,2461,5181,7642,,,2286,9928,23.03%,10544.4
4,2024-03-14,1983,4469,6452,,,1951,8404,23.22%,
5,2024-03-15,2490,4927,7417,,,1512,8929,16.93%,
6,2024-03-16,3139,6904,10043,,,2690,12734,21.12%,
7,2024-03-17,3667,6758,10425,,,2302,12727,18.09%,
3,2024-03-20,1546,3291,4837,,,1237,6074,20.37%,10106.8
4,2024-03-21,2535,3331,5866,,,1496,7362,20.32%,
5,2024-03-22,2989,4624,7413,,,2007,9420,21.31%,
6,2024-03-23,3099,6477,9576,,,2932,12509,23.44%,
7,2024-03-24,4818,6699,11517,,,3652,15169,24.08%,
3,2024-03-27,2635,3818,6453,,,1134,7587,14.95%,10841.4
4,2024-03-28,2846,4322,7168,,,2005,9173,21.86%,
5,2024-03-29,3266,3986,7252,,,1651,8903,18.54%,
6,2024-03-30,4234,5885,10119,,,4107,14227,28.87%,
7,2024-03-31,4766,7188,11954,,,2363,14317,16.50%,
3,2024-04-03,1873,4032,5905,,,1401,7306,19.18%,10129.8
4,2024-04-04,2093,3493,5585,,,1538,7123,21.59%,
5,2024-04-05,1744,5172,6916,,,2228,9144,24.37%,
6,2024-04-06,2727,6220,8947,,,3333,12280,27.14%,
7,2024-04-07,5209,6006,11215,,,3581,14796,24.20%,
3,2024-04-10,1380,2217,3598,,,1673,5271,31.74%,9595
4,2024-04-11,1649,3511,5160,,,1700,6860,24.78%,
5,2024-04-12,2054,3009,5063,,,900,5963,15.09%,
6,2024-04-13,2744,6267,9011,,,3586,12597,28.47%,
7,2024-04-14,5241,7013,12254,,,5030,17284,29.10%,
3,2024-04-17,1462,2954,4416,,,1048,5464,19.18%,9385.4
4,2024-04-18,2295,2863,5158,,,1192,6350,18.77%,
5,2024-04-19,2018,3935,5953,,,2468,8421,29.31%,
6,2024-04-20,2816,6214,9030,,,3281,12311,26.65%,
7,2024-04-21,5217,6402,11619,,,2762,14381,19.21%,
3,2024-04-24,2587,2910,5497,,,1392,6889,20.21%,9162.4
4,2024-04-25,2079,3160,5239,,,1614,6853,23.55%,
5,2024-04-26,1978,3367,5345,,,1299,6644,19.55%,
6,2024-04-27,3050,6296,9346,,,1610,10956,14.70%,
7,2024-04-28,4720,6415,11135,,,3335,14470,23.05%,
3,2024-05-01,2703,3657,6360,,,1567,7927,19.77%,10638.6
4,2024-05-02,2392,3590,5983,,,1084,7067,15.34%,
5,2024-05-03,2537,4903,7440,,,1046,8486,12.33%,
6,2024-05-04,3918,7670,11588,,,3941,15529,25.38%,
7,2024-05-05,5871,6241,12112,,,2072,14184,14.61%,
3,2024-05-08,1551,3287,4839,,,1604,6443,24.90%,8246
4,2024-05-09,2030,3610,5640,,,1937,7577,25.56%,
5,2024-05-10,2071,3141,5212,,,1520,6732,22.58%,
6,2024-05-11,2277,4768,7045,,,2147,9192,23.36%,
7,2024-05-12,4090,5315,9405,,,1880,11286,16.66%,
3,2024-05-15,1448,2623,4071,,,958,5029,19.05%,8058
4,2024-05-16,1826,3363,5189,,,1460,6649,21.96%,
5,2024-05-17,1886,3139,5025,,,1448,6473,22.37%,
6,2024-05-18,3552,4546,8098,,,2447,10546,23.20%,
7,2024-05-19,3681,5392,9074,,,2519,11593,21.73%,
3,2024-05-22,1067,2047,3114,,,1049,4164,25.19%,7538.2
4,2024-05-23,2005,2979,4983,,,1519,6502,23.36%,
5,2024-05-24,1669,3234,4904,,,985,5889,16.73%,
6,2024-05-25,2266,5286,7552,,,2576,10129,25.43%,
7,2024-05-26,3715,5589,9305,396,1306,1702,11007,15.46%,
3,2024-05-29,1577,2675,4252,575,199,774,5026,15.40%,8672.2
4,2024-05-30,1245,3214,4460,120,818,938,5398,17.38%,
5,2024-05-31,2216,3775,5991,375,1381,1756,7747,22.67%,
6,2024-06-01,3097,5128,8225,1217,2188,3405,11631,29.28%,
7,2024-06-02,3807,5613,9420,1550,2588,4138,13559,30.52%,
3,2024-06-05,2307,3315,5622,374,919,1293,6915,18.70%,8939.4
4,2024-06-06,1925,3221,5146,426,725,1151,6297,18.28%,
5,2024-06-07,2299,3159,5458,400,1248,1648,7106,23.19%,
6,2024-06-08,3385,4934,8319,617,2071,2688,11007,24.42%,
7,2024-06-09,3990,6379,10369,725,2278,3003,13372,22.46%,
3,2024-06-12,1719,3601,5320,134,815,949,6270,15.14%,8768
4,2024-06-13,2505,2966,5471,354,1902,2256,7728,29.19%,
5,2024-06-14,2297,3176,5473,339,1641,1980,7453,26.57%,
6,2024-06-15,2443,5557,8001,497,1857,2354,10355,22.73%,
7,2024-06-16,3642,5253,8895,856,2283,3139,12034,26.08%,
3,2024-06-19,1778,2943,4721,471,948,1419,6140,23.11%,8262
4,2024-06-20,2378,2944,5322,,,1249,6571,19.01%,
5,2024-06-21,1657,2793,4450,158,1595,1753,6203,28.26%,
6,2024-06-22,2549,5347,7896,478,1597,2075,9971,20.81%,
7,2024-06-23,3561,5786,9346,779,2299,3078,12425,24.77%,
3,2024-06-26,1860,3089,4949,313,1133,1446,6395,22.61%,8584.2
4,2024-06-27,1846,2482,4329,418,1047,1465,5795,25.28%,
5,2024-06-28,2680,2976,5656,446,1156,1602,7258,22.07%,
6,2024-06-29,2995,6367,9362,482,1752,2234,11596,19.27%,
7,2024-06-30,4577,5011,9588,871,1418,2289,11877,19.27%,
3,2024-07-03,2067,3892,5959,259,1166,1425,7385,19.30%,8143.4
4,2024-07-04,1936,2717,4653,96,328,424,5078,8.35%,
5,2024-07-05,2245,2792,5037,260,332,592,5630,10.52%,
6,2024-07-06,3204,4953,8157,700,1922,2622,10780,24.32%,
7,2024-07-07,3340,6116,9456,626,1761,2387,11844,20.15%,
3,2024-07-10,1847,2739,4587,,,1480,6067,24.39%,9094.2
4,2024-07-11,1301,3549,4850,176,1500,1676,6526,25.68%,
5,2024-07-12,2054,4250,6259,297,1661,1958,8218,23.83%,
6,2024-07-13,2599,5470,8069,691,2351,3042,11111,27.38%,
7,2024-07-14,4013,5764,9777,1068,2703,3771,13549,27.83%,
3,2024-07-17,1864,2784,4648,533,982,1515,6164,24.58%,8519.8
4,2024-07-18,1782,3372,5155,320,823,1143,6298,18.15%,
5,2024-07-19,1730,3399,5130,353,1865,2218,7348,30.19%,
6,2024-07-20,2339,5463,7802,534,1211,1745,9548,18.28%,
7,2024-07-21,4687,5612,10299,1298,1644,2942,13241,22.22%,
3,2024-07-24,1903,2632,4536,340,469,809,5345,15.14%,8652.6
4,2024-07-25,2359,2877,5236,272,1180,1452,6689,21.71%,
5,2024-07-26,2231,3455,5686,330,962,1292,6978,18.52%,
6,2024-07-27,2813,5452,8265,857,2549,3406,11671,29.18%,
7,2024-07-28,3320,5900,9220,905,2455,3360,12580,26.71%,
3,2024-07-31,2031,3719,5750,177,916,1093,6843,15.97%,8453
4,2024-08-01,2381,3204,5585,287,918,1205,6790,17.75%,
5,2024-08-02,2771,3458,6229,332,719,1051,7280,14.44%,
6,2024-08-03,2778,5256,8034,550,2883,3433,11467,29.94%,
7,2024-08-04,3210,5106,8316,358,1210,1568,9885,15.86%,
3,2024-08-07,2223,3845,6068,280,891,1171,7240,16.17%,9523.8
4,2024-08-08,2501,2907,5409,302,1290,1592,7001,22.74%,
5,2024-08-09,2276,4378,6654,370,1327,1697,8351,20.32%,
6,2024-08-10,2995,5631,8626,711,1937,2648,11274,23.49%,
7,2024-08-11,5046,5750,10796,1472,1485,2957,13753,21.50%,
3,2024-08-14,2106,2198,4304,247,1442,1689,5993,28.18%,9034
4,2024-08-15,1464,3664,5128,146,530,676,5804,11.65%,
5,2024-08-16,2323,3955,6278,254,1171,1425,7703,18.50%,
6,2024-08-17,3800,5699,9499,392,1589,1981,11480,17.26%,
7,2024-08-18,4516,6049,10565,1084,2541,3625,14190,25.55%,
3,2024-08-21,2284,3330,5614,223,1298,1521,7135,21.32%,7856.8
4,2024-08-22,1479,2620,4099,280,981,1261,5360,23.53%,
5,2024-08-23,1762,3215,4977,190,1175,1365,6342,21.52%,
6,2024-08-24,2121,4274,6395,624,1315,1939,8334,23.27%,
7,2024-08-25,4234,5824,10058,822,1232,2054,12113,16.96%,
3,2024-08-28,1690,1795,3485,180,712,892,4377,20.38%,7207.2
4,2024-08-29,1701,2273,3974,218,1357,1575,5549,28.38%,
5,2024-08-30,1659,2543,4202,331,1006,1337,5540,24.13%,
6,2024-08-31,2394,5542,7936,680,1201,1881,9817,19.16%,
7,2024-09-01,4072,4799,8871,921,961,1882,10753,17.50%,
3,2024-09-04,1210,2373,3583,103,484,587,4170,14.08%,6786.6
4,2024-09-05,1340,2116,3456,129,561,690,4146,16.64%,
5,2024-09-06,1507,2616,4123,220,1000,1220,5243,23.27%,
6,2024-09-07,2270,5265,7535,426,1821,2247,9782,22.97%,
7,2024-09-08,4487,4407,8897,920,775,1695,10592,16.00%,
3,2024-09-11,1447,2222,3669,329,681,1010,4679,21.59%,7792.8
4,2024-09-12,1654,1936,3590,252,1182,1434,5024,28.54%,
5,2024-09-13,1414,3038,4453,303,984,1287,5740,22.42%,
6,2024-09-14,2002,6289,8291,315,2926,3241,11532,28.10%,
7,2024-09-15,3796,5254,9050,1170,1769,2939,11989,24.51%,
3,2024-09-18,1312,1897,3209,342,833,1175,4384,26.80%,6963.8
4,2024-09-19,1722,2415,4138,274,537,811,4949,16.39%,
5,2024-09-20,1540,2534,4074,209,1599,1808,5882,30.74%,
6,2024-09-21,1818,4920,6738,318,1577,1895,8633,21.95%,
7,2024-09-22,3509,5622,9131,,,1840,10971,16.77%,
3,2024-09-25,1387,2243,3630,502,602,1104,4734,23.32%,7655
4,2024-09-26,2052,2396,4448,297,993,1290,5738,22.48%,
5,2024-09-27,1853,2414,4268,338,1098,1436,5704,25.18%,
6,2024-09-28,1946,5722,7668,,,3075,10743,28.62%,
7,2024-09-29,4394,4489,8884,,,2472,11356,21.77%,
3,2024-10-02,1470,2338,3808,165,393,558,4366,12.78%,8688.2
4,2024-10-03,1505,2054,3559,402,929,1331,4890,27.22%,
5,2024-10-04,1697,3131,4829,320,1149,1469,6298,23.32%,
6,2024-10-05,3218,6264,9482,577,4150,4727,14209,33.27%,
7,2024-10-06,3800,6513,10313,,,3365,13678,24.60%,
3,2024-10-09,1349,2216,3565,146,716,862,4427,19.47%,7256.8
4,2024-10-10,1765,2003,3768,319,837,1156,4924,23.48%,
5,2024-10-11,1808,2870,4678,,,1272,5950,21.38%,
6,2024-10-12,2363,5791,8154,397,1836,2233,10387,21.50%,
7,2024-10-13,2838,5712,8851,,,2045,10596,19.30%,
3,2024-10-16,1744,2130,3874,85,882,967,4841,19.98%,8209.4
4,2024-10-17,1558,2135,3694,300,619,919,4613,19.92%,
5,2024-10-18,1745,3120,4865,309,1612,1921,6786,28.31%,
6,2024-10-19,3067,5722,8789,550,1871,2421,11210,21.60%,
7,2024-10-20,4799,6088,10887,,,2710,13597,19.93%,
3,2024-10-23,1927,2003,3930,269,665,934,4864,19.20%,7479.2
4,2024-10-24,1650,2760,4410,1189,1094,2283,6693,34.11%,
5,2024-10-25,2042,4142,6184,284,951,1235,7419,16.65%,
6,2024-10-26,3295,4594,7889,532,1786,2318,10207,22.71%,
7,2024-10-27,3583,3432,7015,601,597,1198,8213,14.59%,
3,2024-10-30,1052,2062,3114,126,698,824,3938,20.92%,8103.75
4,2024-10-31,,,,,,,,,
5,2024-11-01,1942,2414,4356,165,1083,1248,5604,22.27%,
6,2024-11-02,3999,5684,9683,934,1909,2843,12525,22.70%,
7,2024-11-03,3209,5008,8218,,,2130,10348,20.58%,
3,2024-11-06,1382,2582,3964,276,0,276,4800,5.75%,9000.8
4,2024-11-07,2206,2798,5005,363,673,1036,6041,17.15%,
5,2024-11-08,1770,2557,4327,381,897,1278,5605,22.80%,
6,2024-11-09,2288,6743,9031,241,3220,3461,12492,27.71%,
7,2024-11-10,4210,6593,10803,2195,3068,5263,16066,32.76%,
3,2024-11-13,1311,1978,3289,,,790,4079,19.37%,8093.6
4,2024-11-14,1579,2522,4101,226,1073,1299,5400,24.06%,
5,2024-11-15,2713,2567,5281,346,1614,1960,7241,27.07%,
6,2024-11-16,2600,5385,7985,320,2052,2372,10357,22.90%,
7,2024-11-17,3470,6527,9997,,,3394,13391,25.35%,
3,2024-11-20,2338,3850,6189,801,1000,1801,7990,22.54%,9395
4,2024-11-21,3112,4194,7306,711,1592,2303,9609,23.97%,
5,2024-11-22,,,,,,,,,
6,2024-11-23,3316,4487,7803,1178,1377,2555,10358,24.67%,
7,2024-11-24,2841,4656,7498,1007,1118,2125,9623,22.08%,
3,2024-11-27,1496,1509,3006,287,252,539,3545,15.20%,6716.8
4,2024-11-28,1515,2579,4094,283,789,1072,5167,20.75%,
5,2024-11-29,1494,2145,3639,373,759,1132,4771,23.73%,
6,2024-11-30,2491,4501,6992,356,2537,2893,9885,29.27%,
7,2024-12-01,3310,4694,8005,758,1453,2211,10216,21.64%,
3,2024-12-04,1521,1757,3278,192,818,1010,4289,23.55%,7006.6
4,2024-12-05,1542,2910,4452,357,891,1248,5700,21.89%,
5,2024-12-06,1564,2383,3948,370,665,1035,4983,20.77%,
6,2024-12-07,2348,4227,6575,552,2143,2695,9270,29.07%,
7,2024-12-08,3585,4335,7920,1750,1121,2871,10791,26.61%,
3,2024-12-11,1765,2640,4405,692,1010,1702,6107,27.87%,7708.8
4,2024-12-12,1872,2921,4793,437,981,1418,6209,22.84%,
5,2024-12-13,1902,3156,5057,657,1654,2311,7368,31.37%,
6,2024-12-14,1649,5025,6674,336,1385,1721,8395,20.50%,
7,2024-12-15,3902,3913,7815,1574,1076,2650,10465,25.32%,
3,2024-12-18,2895,2563,5458,967,2297,3264,8723,37.42%,9374.4
4,2024-12-19,2135,3014,5149,603,2430,3033,8182,37.07%,
5,2024-12-20,2285,3404,5691,695,3098,3793,9483,40.00%,
6,2024-12-21,2567,4228,6795,1331,1802,3133,9929,31.55%,
7,2024-12-22,3433,4513,7946,936,1673,2609,10555,24.72%,
3,2024-12-25,,,,,,,,,11853.5
4,2024-12-26,3741,5036,8777,626,1820,2446,11223,21.79%,
5,2024-12-27,4179,5585,9765,812,2535,3347,13112,25.53%,
6,2024-12-28,3848,6135,9984,809,2209,3018,13001,23.21%,
7,2024-12-29,3564,4474,8039,637,1402,2039,10078,20.23%,
5,2024-10-31,1587,1591,3178,473,380,853,4031,21.16%,
