DAY,DATE,SATCH-DAY,SATCH-NIGHT,SATCH-TOT,LSE-DAY,LSE-NIGHT,LSE-TOT,TOTAL,LSE-PERCENT,WEEKLY AVG
4,2024-05-04,2033,2701,4734,691,1720,2411,7145,33.74%,
5,2024-05-05,1988,2634,4622,785,1949,2733,7355,37.16%,
6,2024-05-06,3342,4157,7600,1235,2536,3771,11371,33.16%,
7,2024-05-07,3731,4412,8143,1709,2479,4189,12332,33.97%,
3,2024-05-10,1864,2279,4143,1020,1492,2512,6656,37.74%,9676.4
4,2024-05-11,2463,3269,5731,1017,1994,3011,8743,34.44%,
5,2024-05-12,2016,3798,5814,832,2074,2907,8721,33.33%,
6,2024-05-13,2554,5573,8126,1285,3044,4329,12455,34.76%,
7,2024-05-14,3052,4427,7453,1603,2751,4354,11807,36.88%,
3,2024-05-17,2250,2296,4546,718,1460,2178,6724,32.39%,10008.2
4,2024-05-18,1961,2368,4329,938,2006,2944,7273,40.48%,
5,2024-05-19,1999,4190,6189,796,1943,2740,8928,30.69%,
6,2024-05-20,3664,4951,8615,1434,2986,4421,13036,33.91%,
7,2024-05-21,3978,5277,9255,1900,2925,4856,14080,34.49%,
3,2024-05-24,2276,3587,5864,799,1928,2728,8591,31.75%,10319.8
4,2024-05-25,2321,3178,5499,824,1903,2727,8226,33.15%,
5,2024-05-26,1944,3717,5115,976,2025,3001,8116,36.98%,
6,2024-05-27,3159,5880,9049,1465,3234,4699,13748,34.18%,
7,2024-05-28,3773,5285,9058,1152,2708,3860,12918,29.88%,
3,2024-05-31,1900,3086,4986,962,1284,2246,7232,31.06%,9809.8
4,2024-06-01,2549,3622,6171,866,1928,2794,8765,31.88%,
5,2024-06-02,2243,3165,5408,739,1639,2378,7786,30.54%,
6,2024-06-03,3474,5538,9012,1683,1961,3643,12655,28.79%,
7,2024-06-04,2954,4396,7351,1225,4035,5260,12611,41.71%,
3,2024-06-07,3097,3320,6418,1186,1756,2942,9360,31.43%,10878.6
4,2024-06-08,2825,3831,6656,860,1900,2760,9416,29.31%,
5,2024-06-09,2059,2791,5029,725,2037,2761,7790,35.44%,
6,2024-06-10,2382,5347,7729,1170,2865,4035,11763,34.30%,
7,2024-06-11,3915,5889,9805,2284,3975,6259,16064,38.96%,
3,2024-06-14,2312,3362,5674,875,2196,3071,8745,35.12%,10410.6
4,2024-06-15,3068,3720,6788,1095,1716,2810,9598,29.28%,
5,2024-06-16,2233,3596,5829,472,1924,2396,8225,29.13%,
6,2024-06-17,2560,5462,8022,1656,2708,4364,12385,35.24%,
7,2024-06-18,3513,4629,8142,1803,3156,4959,13100,37.85%,
3,2024-06-21,1594,2721,4316,1291,1661,2952,7268,40.62%,10730.2
4,2024-06-22,2411,3265,5676,953,2159,3112,8788,35.41%,
5,2024-06-23,2332,3265,6141,673,2281,2955,9096,32.49%,
6,2024-06-24,2732,5631,8362,1226,2879,4105,12467,32.93%,
7,2024-06-25,3867,6304,10171,2159,3701,5860,16032,36.55%,
3,2024-06-28,2474,4144,6618,1536,2975,4511,11129,40.53%,11816.8
4,2024-06-29,3246,3818,7064,1071,2334,3405,10469,32.52%,
5,2024-06-30,2339,4293,6632,982,2216,3198,9831,32.53%,
6,2024-07-01,3409,5681,9090,1277,3433,4711,13800,34.14%,
7,2024-07-02,3609,5660,9269,1136,3450,4586,13855,33.10%,
3,2024-07-05,2598,3355,5953,801,1489,2290,8243,27.78%,10180.2
4,2024-07-06,1745,3083,4828,959,1662,2621,7449,35.19%,
5,2024-07-07,2686,3505,6192,1424,1929,3353,9545,35.13%,
6,2024-07-08,2230,4844,7074,1434,3379,4812,11886,40.48%,
7,2024-07-09,4488,5197,9685,1528,2565,4093,13778,29.71%,
3,2024-07-12,2369,3679,6049,818,1813,2631,8680,30.31%,12204.2
4,2024-07-13,2805,4031,6838,1087,2149,3237,10073,32.14%,
5,2024-07-14,2467,4176,6642,872,3604,4477,11120,40.26%,
6,2024-07-15,4350,5557,9907,1384,3634,5019,14927,33.62%,
7,2024-07-16,4667,5674,10341,2826,3053,5879,16221,36.24%,
3,2024-07-19,2457,2425,4882,754,1334,2088,6969,29.96%,11269.4
4,2024-07-20,2921,4031,6952,1029,1990,3019,9972,30.27%,
5,2024-07-21,2463,4856,7319,882,1695,2577,9896,26.04%,
6,2024-07-22,2996,5910,8906,1650,3120,4770,13675,34.88%,
7,2024-07-23,4232,6386,10618,2018,3198,5216,15835,32.94%,
3,2024-07-26,2543,3522,6065,1219,1381,2600,8665,30.01%,11221.8
4,2024-07-27,2340,3687,6027,1342,1125,2468,8495,29.05%,
5,2024-07-28,2568,3582,6150,829,2075,2904,9054,32.07%,
6,2024-07-29,3053,5872,8925,1752,3872,5625,14549,38.66%,
7,2024-07-30,4614,6197,10811,2259,2275,4535,15346,29.55%,
3,2024-08-02,2240,3754,5994,827,1926,2753,8747,31.47%,12226.2
4,2024-08-03,2811,3680,6491,1041,1705,2756,9236,29.84%,
5,2024-08-04,2652,4348,7000,1297,2699,3996,10996,36.34%,
6,2024-08-05,4504,6531,11036,1362,3324,4686,15722,29.81%,
7,2024-08-06,4407,6564,10971,1983,3475,5459,16430,33.23%,
3,2024-08-09,2307,3102,5408,1141,1332,2473,7881,31.38%,11402
4,2024-08-10,3589,3581,7170,1028,2427,3455,10626,32.51%,
5,2024-08-11,2259,3635,5894,784,2001,2785,8679,32.09%,
6,2024-08-12,2570,6014,8584,1549,3497,5047,13632,37.02%,
7,2024-08-13,4539,7040,11571,1767,2853,4620,16192,28.53%,
3,2024-08-16,2891,6143,9034,1354,4696,6320,15354,41.16%,
3,2024-08-16,2736,3877,6613,727,2212,2939,9553,30.77%,13719.4
4,2024-08-17,3152,4729,7881,888,1988,2876,10757,26.74%,
5,2024-08-18,2945,5584,8529,1112,2846,3958,12487,31.70%,
6,2024-08-19,3746,6647,10393,1841,4796,6637,17031,38.97%,
7,2024-08-20,5596,6133,11729,2471,4568,7040,18769,37.51%,
3,2024-08-23,2524,3720,6244,837,1774,2610,8854,29.48%,10510.4
4,2024-08-24,2416,3215,5631,905,1876,2781,8413,33.06%,
5,2024-08-25,1883,3181,5064,829,1605,2435,7499,32.47%,
6,2024-08-26,2599,5018,7617,935,3825,4760,12377,38.46%,
7,2024-08-27,4300,6063,10364,2436,2609,5045,15409,32.74%,
3,2024-08-30,1899,2749,4648,853,930,1783,6431,27.73%,10870.6
4,2024-08-31,2361,2324,4685,942,1262,2204,6889,31.99%,
5,2024-09-01,3128,3967,7095,751,1723,2474,9569,25.85%,
6,2024-09-02,3706,5802,9507,1681,5424,7105,16613,42.77%,
7,2024-09-03,5396,4164,9560,2939,2352,5291,14851,35.63%,
3,2024-09-06,1938,2565,4503,742,1565,2307,6811,33.87%,10233.2
4,2024-09-07,1675,2701,4377,888,2012,2900,7277,39.85%,
5,2024-09-08,1666,2800,4466,824,1170,1994,6460,30.87%,
6,2024-09-09,2856,6369,9226,2569,4910,7479,16705,44.77%,
7,2024-09-10,5040,4256,9296,3150,1467,4617,13913,33.18%,
3,2024-09-13,2867,2549,5415,378,1616,1991,7406,26.88%,10146.5
4,2024-09-14,2638,3168,5806,1148,2051,3199,9005,35.52%,
5,2024-09-15,1988,3551,5539,843,2586,3428,8967,38.23%,
6,2024-09-16,,,,,,,,,
7,2024-09-17,5390,4535,9925,3285,1997,5283,15208,34.74%,
3,2024-09-20,2551,2437,4988,950,1295,2245,7233,31.04%,10098.8
4,2024-09-21,1823,2541,4364,836,1187,2023,6387,31.67%,
5,2024-09-22,2203,3817,6019,366,2800,3166,9185,34.47%,
6,2024-09-23,2455,5470,7925,1252,2807,4059,11984,33.87%,
7,2024-09-24,4900,5420,10320,2426,2956,5384,15705,34.28%,
3,2024-09-27,1729,3568,5297,988,1714,2702,7999,33.78%,9319
4,2024-09-28,1424,1542,2966,603,1124,1727,4694,36.79%,
5,2024-09-29,1288,3488,4777,1010,2034,3045,7822,38.93%,
6,2024-09-30,2546,5385,7932,1010,2909,3919,11851,33.07%,
7,2024-10-01,4328,5597,9925,1567,2737,4304,14229,30.25%,
3,2024-10-04,2120,2554,4674,856,1562,2418,7092,34.09%,11986.8
4,2024-10-05,2308,2891,5198,1129,1714,2843,8041,35.36%,
5,2024-10-06,1744,4405,6149,1142,1788,2930,9080,32.27%,
6,2024-10-07,4707,6524,11232,2092,3988,6080,17312,35.12%,
7,2024-10-08,4573,6756,11329,3494,3587,7080,18409,38.46%,
3,2024-10-11,1631,3408,5039,1017,1060,2077,7117,29.18%,12004.2
4,2024-10-12,2334,2579,4913,964,2031,2295,7908,29.02%,
5,2024-10-13,2172,4052,7024,816,2436,2352,10275,22.89%,
6,2024-10-14,3740,7808,11548,1282,6034,7316,18864,38.78%,
7,2024-10-15,5666,4864,10531,3231,2096,5327,15857,33.59%,
3,2024-10-18,2081,3068,5148,517,1896,2413,7562,31.91%,10606
4,2024-10-19,1734,2509,4243,617,1466,2082,6325,32.92%,
5,2024-10-20,1642,3725,5367,837,2091,2928,8295,35.30%,
6,2024-10-21,2913,6206,9120,1012,2988,4000,13120,30.49%,
7,2024-10-22,5536,6297,11834,2378,3516,5894,17728,33.25%,
3,2024-10-25,2676,2907,5584,1085,1695,2780,8363,33.24%,10711.6
4,2024-10-26,2167,2737,4904,838,1405,2243,7148,31.38%,
5,2024-10-27,1693,5384,7077,866,2210,3076,10153,30.30%,
6,2024-10-28,4012,5028,9040,1333,3693,5027,14067,35.74%,
7,2024-10-29,5074,4312,9386,2312,2130,4441,13827,32.12%,
3,2024-11-01,1742,2763,4505,707,990,1697,6202,27.36%,10357.8
4,2024-11-02,1764,2526,4290,900,1332,2232,6522,34.22%,
5,2024-11-03,2327,2526,4853,995,1565,2560,7413,34.53%,
6,2024-11-04,4370,5522,9892,1399,4206,5606,15497,36.17%,
7,2024-11-05,4226,5428,9654,3651,2849,6501,16155,40.24%,
3,2024-11-08,2218,2818,5037,1101,1212,2312,7349,31.46%,12062
4,2024-11-09,2405,2661,5066,924,2070,2994,8060,37.15%,
5,2024-11-10,1331,2952,4283,854,1857,2712,6995,38.77%,
6,2024-11-11,3992,7104,11096,1495,6284,7779,18875,41.21%,
7,2024-11-12,5268,6005,11273,3516,4241,7758,19031,40.77%,
3,2024-11-15,2227,2182,4409,984,1410,2394,6803,35.19%,10770
4,2024-11-16,1997,4320,6318,697,2040,2737,9055,30.23%,
5,2024-11-17,2639,3001,5640,1030,1928,2957,8598,34.39%,
6,2024-11-18,2802,6720,9522,1193,3502,4695,14218,33.02%,
7,2024-11-19,4654,5637,10291,2179,2706,4885,15176,32.19%,
3,2024-11-22,3694,3250,6944,1523,2419,3942,10886,36.21%,12437
4,2024-11-23,3559,5224,8783,1634,2486,4120,12903,31.93%,
5,2024-11-24,,,,,,,,,
6,2024-11-25,5362,4424,9787,1714,3214,4928,14714,33.49%,
7,2024-11-26,4536,5398,9934,2190,3121,5311,11245,47.23%,
3,2024-11-29,1714,2504,4218,376,1584,1960,6179,31.72%,9331.8
4,2024-11-30,2024,2910,4934,836,858,1694,6628,25.56%,
5,2024-12-01,2368,3231,5599,1100,1884,2994,8593,34.84%,
6,2024-12-02,2292,5304,7597,1335,2991,4329,11923,36.31%,
7,2024-12-03,3161,4957,8118,2628,2589,5218,13336,39.13%,
3,2024-12-06,1915,2559,4474,1156,1384,2540,7015,36.21%,11456.6
4,2024-12-07,2240,3775,6015,1299,2010,3309,9324,35.49%,
5,2024-12-08,3503,4089,7592,1386,2044,3430,11022,31.12%,
6,2024-12-09,3653,5955,9608,2227,3192,5419,15027,36.06%,
7,2024-12-10,4246,5578,9824,2171,2900,5071,14895,34.04%,
3,2024-12-13,2625,3886,6512,1179,2990,4169,10681,39.03%,12922.8
4,2024-12-14,3285,3504,6789,1478,2446,3924,10713,36.63%,
5,2024-12-15,1578,3679,5257,2712,2721,5433,10690,50.82%,
6,2024-12-16,3328,6205,9534,2502,4190,6692,16226,41.24%,
7,2024-12-17,4685,5785,10469,2552,3283,5835,16304,35.79%,
3,2024-12-20,2957,4306,7263,2110,3313,5423,12686,42.75%,12994.5
4,2024-12-21,2947,3421,6368,2293,3564,5857,12225,47.91%,
5,2024-12-22,3243,4390,7633,2394,3129,5523,13156,41.98%,
6,2024-12-23,3528,3766,7294,3548,3068,6617,13911,47.57%,
7,2024-12-24,,,,,,,,,
3,2024-12-27,4521,4485,9006,2520,2968,5488,14494,37.86%,14270.75
4,2024-12-28,4236,4422,8658,2149,2895,5045,13703,36.82%,
5,2024-12-29,3494,4296,7790,1814,3591,5406,13196,40.97%,
6,2024-12-30,3285,6048,9333,2585,3772,6356,15690,40.51%,
7,2024-12-31,,,,,,,,,
