DATE,SATCH-DAY,SATCH-NIGHT,SATCH-TOT,LSE-DAY,LSE-TOT,TOTAL,LSE-PERCENT,LSE-NIGHT
2020-07-16,548.0,1606.0,2229.0,883.0,2477.0,4705.53,0.5264019143433365,1594.0
2020-07-17,1020.0,3083.0,4103.0,1329.0,4953.0,9056.01,0.5469296080724292,3624.0
2020-07-18,2154.0,3183.0,5424.0,1065.0,5238.0,10663.09,0.4912272146254041,4173.0
2020-07-07,984.0,2127.0,3111.0,951.0,2726.0,5837.55,0.4669767282507216,1775.0
2020-07-08,890.0,1160.0,2084.0,818.0,2955.0,5039.35,0.5863851488783275,2137.0
2020-07-09,820.0,1804.0,2624.0,1185.0,3378.0,6002.0,0.562812395868044,2193.0
2020-07-10,1841.0,2626.0,4467.0,1089.0,5037.0,9504.33,0.5299689720369558,3948.0
2020-07-11,1875.0,3134.0,5009.0,1222.0,5301.0,10310.7,0.5141261020105327,4079.0
2020-06-30,1027.0,1187.0,2214.0,649.0,2220.0,4434.0,0.5006765899864682,1571.0
2020-07-01,1210.0,1992.0,3202.0,732.0,2325.0,5527.41,0.420631000776132,1593.0
2020-07-02,1098.0,2361.0,3459.0,810.0,3590.0,7049.97,0.5092220250582626,2780.0
2020-07-03,1112.0,2174.0,3566.0,975.0,4582.0,8148.29,0.5623265740419156,3607.0
2020-07-04,1475.0,1367.0,2900.0,762.0,3589.0,6489.78,0.553023369051031,2827.0
2020-06-23,1326.0,2396.0,3722.0,734.0,2398.0,6120.37,0.3918063777189941,1664.0
2020-06-24,1258.0,1585.0,2843.0,740.0,2321.0,5164.62,0.44940382835523235,1581.0
2020-06-25,955.0,1992.0,2947.0,1279.0,1972.0,5919.58,0.3331317424547012,693.0
2020-06-26,1393.0,2500.0,3893.0,556.0,4287.0,8180.86,0.5240280361722361,3731.0
2020-06-27,2111.0,3913.0,6025.0,2210.0,5486.0,11511.14,0.47658181552826223,3276.0
2020-06-16,1523.0,2822.0,4345.0,783.0,2545.0,6891.0,0.36932230445508635,1762.0
2020-06-17,1680.0,2258.0,3938.0,1149.0,2424.0,6362.79,0.38096495405317476,1275.0
2020-06-18,2349.0,2129.0,4478.0,965.0,2366.0,6844.57,0.3456754770569956,1401.0
2020-06-19,1659.0,4207.0,5866.0,1014.0,4401.0,10267.53,0.4286327870481021,3387.0
2020-06-20,2548.0,2872.0,5420.0,1395.0,4802.0,10222.69,0.46973937388299947,3407.0
2020-06-09,2000.0,1981.0,3981.0,674.0,2033.0,6014.1,0.33803894182005617,1359.0
2020-06-10,1339.0,2105.0,3445.0,804.0,2311.0,5755.94,0.40149827830032975,1507.0
2020-06-11,1572.0,2088.0,4060.0,593.0,2168.0,6228.62,0.3480706801827692,1575.0
2020-06-12,1822.0,3705.0,5527.0,681.0,4186.0,9713.68,0.430938634997241,3505.0
2020-06-13,2298.0,4280.0,7278.0,1757.0,4877.0,12155.01,0.4012337299599095,3120.0
2020-06-02,1239.0,2920.0,4159.0,185.0,760.0,4919.14,0.15449855055965067,575.0
2020-06-03,1736.0,2040.0,3776.0,454.0,1296.0,5072.79,0.2554807117976498,842.0
2020-06-04,1318.0,2147.0,3466.0,386.0,1392.0,4858.0,0.2865376698229724,1006.0
2020-06-05,1531.0,3895.0,5426.0,777.0,3564.0,8990.57,0.3964153551999484,2787.0
2020-06-06,2671.0,3686.0,6357.0,1154.0,3355.0,9712.21,0.3454414597707422,2201.0
2020-05-26,1481.0,2214.0,3695.0,588.0,1005.0,4700.35,0.21381386492495238,417.0
2020-05-27,1265.0,2127.0,3392.0,416.0,1136.0,4528.4,0.25086123133998767,720.0
2020-05-28,1504.0,3092.0,4597.0,201.0,737.0,5334.41,0.1381596090289273,536.0
2020-05-29,1773.0,3572.0,5345.0,467.0,3526.0,8871.75,0.3974413165384507,3059.0
2020-05-30,2157.0,3113.0,5270.0,902.0,3080.0,8350.33,0.36884769823468055,2178.0
2020-05-19,1462.0,1965.0,3427.0,391.0,919.0,4346.93,0.2114135723372587,528.0
2020-05-20,1423.0,2271.0,3694.0,266.0,1085.0,4779.42,0.2270149934510882,819.0
2020-05-21,1432.0,3257.0,4688.0,417.0,1696.0,5801.03,0.2923618736672626,1279.0
2020-05-22,1499.0,4163.0,5663.0,538.0,2068.0,8270.54,0.25004413254757246,1530.0
2020-05-23,2320.0,4160.0,6480.0,877.0,2265.0,8745.35,0.25899478008312987,1388.0
2020-05-12,1034.0,1819.0,2853.0,282.0,1439.0,4292.07,0.33526946205443997,1157.0
2020-05-13,1367.0,2566.0,3933.0,248.0,554.0,4487.19,0.1234625678876981,306.0
2020-05-14,1251.0,2292.0,3543.0,97.0,1195.0,4739.2,0.2521522619851452,1098.0
2020-05-15,1595.0,4108.0,5703.0,588.0,2480.0,8183.63,0.3030440037000695,1892.0
2020-05-16,2318.0,3406.0,5724.0,693.0,2722.0,8446.29,0.3222716719411718,2029.0
2020-05-05,1675.0,2435.0,4110.0,150.0,131.0,4392.05,0.029826618549424526,-19.0
2020-05-06,1193.0,1646.0,2839.0,165.0,767.0,3606.26,0.21268571872244374,602.0
2020-05-07,1153.0,2552.0,3705.0,547.0,1130.0,4834.99,0.23371299630402545,583.0
2020-05-08,2146.0,4709.0,6855.0,536.0,2198.0,9054.17,0.24276107031345778,1662.0
2020-05-09,2802.0,4193.0,6995.0,548.0,2192.0,9186.97,0.23859879808032466,1644.0
2020-04-29,1619.0,2356.0,3975.0,303.69,271.29,2975.36,0.09117888255538825,-32.39999999999998
2020-04-30,1802.0,3114.0,4916.0,509.33,,4916.62,,
2020-05-01,2266.0,6247.0,8513.0,958.23,,8513.61,,
2020-05-02,2918.0,4613.0,7530.0,612.6,,7530.88,,
2020-04-21,1510.0,,3991.0,,,3991.52,,
2020-04-22,1872.0,2331.0,4203.0,,,4203.57,,
2020-04-23,1195.0,3047.0,4242.0,,,4242.15,,
2020-04-24,2065.0,4921.0,6986.0,,,6986.16,,
2020-04-25,2139.0,5628.0,7767.0,,,7767.23,,
2020-04-14,1456.0,2309.0,3765.0,,,3765.0,,
2020-04-15,1221.0,2347.0,3568.0,,,3568.0,,
2020-04-16,1433.0,3402.0,4836.0,,,4836.0,,
2020-04-17,1843.0,5859.0,7703.0,,,7703.0,,
2020-04-18,2285.0,3908.0,6193.0,,,6193.0,,
2020-04-07,1069.0,2253.0,3322.0,,,3322.0,,
2020-04-08,971.0,2518.0,3489.0,,,3489.0,,
2020-04-09,1371.0,2683.0,4054.0,,,4054.0,,
2020-04-10,1940.0,4660.0,6600.0,,,6600.0,,
2020-04-11,2389.0,4014.0,6403.0,,,6403.0,,
2020-03-31,1079.0,2658.0,3737.0,,,3737.0,,
2020-04-01,1763.0,2845.0,4608.0,,,4608.0,,
2020-04-02,1139.0,3169.0,4307.0,,,4307.0,,
2020-04-03,1829.0,4773.0,6602.0,,,6602.0,,
2020-04-04,2451.0,4735.0,7186.0,,,7186.0,,
2020-03-24,829.0,1892.0,2721.0,,,2721.0,,
2020-03-25,1216.0,1523.0,2739.0,,,2739.0,,
2020-03-26,1243.0,2684.0,3927.0,,,3927.0,,
2020-03-27,1742.0,5225.0,6968.0,,,6968.0,,
2020-03-28,1638.0,4018.0,5656.0,,,5656.0,,
2020-03-17,1213.0,2104.0,3318.0,,,3439.0,,
2020-03-18,1443.0,2456.0,3899.0,,,3899.0,,
2020-03-19,1345.0,2479.0,3824.0,,,3824.0,,
2020-03-20,2505.0,4615.0,7120.0,,,7120.0,,
2020-03-21,2755.0,3895.0,6651.0,,,6651.0,,
2020-03-10,2305.0,3151.0,5456.0,,,7135.0,,
2020-03-11,1935.0,3954.0,5889.0,,,7792.0,,
2020-03-12,2412.0,4080.0,6492.0,,,8808.0,,
2020-03-13,5379.0,5925.0,11304.0,,,14530.0,,
2020-03-14,3683.0,6330.0,10013.0,,,13161.0,,
2020-03-03,2132.0,3090.0,5222.0,,,6839.0,,
2020-03-04,1815.0,3141.0,4956.0,,,6710.0,,
2020-03-05,2112.0,3593.0,5705.0,,,7798.0,,
2020-03-06,2518.0,5627.0,8145.0,,,11631.0,,
2020-03-07,3657.0,6890.0,10547.0,,,14770.0,,
2020-02-25,1670.0,1930.0,3600.0,,,4491.0,,
2020-02-26,2039.0,2822.0,4861.0,,,6915.0,,
2020-02-27,2147.0,3370.0,5517.0,,,7763.0,,
2020-02-28,3625.0,5146.0,8772.0,,,12201.0,,
2020-02-29,4783.0,5614.0,10397.0,,,15033.0,,
2020-02-18,1406.0,2379.0,3786.0,,,5154.0,,
2020-02-19,2098.0,2905.0,5003.0,,,7355.0,,
2020-02-20,2382.0,2883.0,5265.0,,,7344.0,,
2020-02-21,2934.0,5139.0,8073.0,,,11206.0,,
2020-02-22,4322.0,6735.0,11058.0,,,15266.0,,
2020-02-11,1985.0,2396.0,4381.0,,,5662.0,,
2020-02-12,1904.0,3359.0,5264.0,,,6495.0,,
2020-02-13,2434.0,3420.0,5854.0,,,8439.0,,
2020-02-14,2899.0,6618.0,9517.0,,,14475.0,,
2020-02-15,5495.0,7366.0,12862.0,,,19300.0,,
2020-02-04,1517.0,1789.0,3306.0,,,4973.0,,
2020-02-05,1937.0,2242.0,4179.0,,,5242.0,,
2020-02-06,1882.0,2799.0,4681.0,,,5833.0,,
2020-02-07,2942.0,6268.0,9211.0,,,12020.0,,
2020-02-08,4604.0,6058.0,10663.0,,,13587.0,,
2020-01-28,1708.0,2605.0,4313.0,,,5243.0,,
2020-01-29,2002.0,3058.0,5060.0,,,6244.0,,
2020-01-30,2224.0,2502.0,4726.0,,,6148.0,,
2020-01-31,2569.0,6086.0,8655.0,,,12995.0,,
2020-02-01,5826.0,5871.0,11697.0,,,15823.0,,
2020-01-21,1412.0,2192.0,3605.0,,,4225.0,,
2020-01-22,2065.0,2434.0,4499.0,,,5605.0,,
2020-01-23,1817.0,2664.0,4481.0,,,6232.0,,
2020-01-24,2094.0,5619.0,7713.0,,,11186.0,,
2020-01-25,5467.0,6244.0,11711.0,,,16217.0,,
2020-01-14,1542.0,2561.0,4103.0,,,5444.0,,
2020-01-15,1971.0,2251.0,4222.0,,,5653.0,,
2020-01-16,1444.0,3159.0,4603.0,,,7294.0,,
2020-01-17,3208.0,6320.0,9258.0,,,11724.0,,
2020-01-18,5909.0,6820.0,12729.0,,,18500.0,,
2020-01-07,1738.0,2974.0,4712.0,,,5881.0,,
2020-01-08,1451.0,2425.0,4876.0,,,6381.0,,
2020-01-09,1654.0,3334.0,4987.0,,,6400.0,,
2020-01-10,2744.0,7995.0,10739.0,,,14380.0,,
2020-01-11,3824.0,5662.0,9486.0,,,12482.0,,
2020-01-02,3321.0,4214.0,7535.0,,,10068.0,,
2020-01-03,3113.0,4658.0,7771.0,,,11110.0,,
2020-01-04,4284.0,5587.0,9872.0,,,13181.0,,
