DATE,SATCH-DAY,SATCH-NIGHT,SATCH-TOT,LSE-DAY,LSE-NIGHT,LSE-TOT,TOTAL,LSE-PERCENT
2021-03-23,1629.0,1907.0,3537.0,1185.0,1589.0,2775.0,6311.68,0.4396610728047049
2021-03-24,1240.0,1972.0,3212.0,1223.0,1954.0,3178.0,6389.58,0.497372284250295
2021-03-25,1798.0,1780.0,3578.0,1091.0,1699.0,2791.0,6368.63,0.43824181966922243
2021-03-26,1923.0,3665.0,5588.0,3828.0,4084.0,7913.0,13501.41,0.5860869346238652
2021-03-27,2622.0,4283.0,6905.0,1644.0,3158.0,4801.0,11706.64,0.41010913464495363
2021-03-16,1999.0,2743.0,4743.0,1509.0,1685.0,3194.0,7937.06,0.4024160079424875
2021-03-17,1782.0,2339.0,4121.0,1761.0,2540.0,4301.0,8422.96,0.5106280927369952
2021-03-18,1840.0,2259.0,4099.0,1805.0,2124.0,3929.0,8028.73,0.4893675587546225
2021-03-19,2300.0,3946.0,6246.0,2254.0,4082.0,6336.0,12582.09,0.5035729358159098
2021-03-20,3463.0,3818.0,7281.0,3180.0,3640.0,6820.0,14101.68,0.4836303192243761
2021-03-09,1391.0,2495.0,3887.0,1158.0,1914.0,3072.0,6959.63,0.4414027757222726
2021-03-10,1600.0,2617.0,4217.0,1806.0,2128.0,3934.0,8151.43,0.482614706867384
2021-03-11,1645.0,2873.0,4518.0,1425.0,1727.0,3152.0,7669.86,0.41095926131637345
2021-03-12,1976.0,4765.0,6741.0,1642.0,4792.0,6435.0,13176.4,0.4883731519990286
2021-03-13,3473.0,3776.0,7249.0,3357.0,4683.0,8040.0,15289.43,0.5258534817844747
2021-03-02,1144.0,1017.0,2161.0,968.0,1512.0,2480.0,4641.67,0.5342904601145708
2021-03-03,1600.0,1630.0,3231.0,975.0,1642.0,2617.0,5847.86,0.447514133375286
2021-03-04,1425.0,2845.0,4270.0,1669.0,1733.0,3402.0,7672.32,0.44341216216216217
2021-03-05,1607.0,3395.0,5002.0,1425.0,4572.0,5997.0,10999.0,0.5452313846713338
2021-03-06,2772.0,3846.0,6619.0,2607.0,4310.0,6917.0,13536.1,0.5110039080680551
2021-02-23,1187.0,1467.0,2654.0,1282.0,1862.0,3144.0,5798.58,0.5422017114534938
2021-02-24,1398.0,1328.0,2726.0,801.0,1384.0,2188.0,4915.1,0.44515879636223066
2021-02-25,1133.0,1612.0,2744.0,1528.0,1560.0,3089.0,5833.39,0.529537713062216
2021-02-26,2025.0,3428.0,5454.0,1474.0,4369.0,5843.0,11297.56,0.5171913227280935
2021-02-27,2919.0,3730.0,6649.0,2422.0,4336.0,6758.0,13407.72,0.5040379721533564
2021-02-16,917.0,1457.0,2374.0,685.0,1487.0,2172.0,4547.48,0.4776271693333451
2021-02-17,1321.0,1549.0,2871.0,767.0,1322.0,2090.0,4960.91,0.42129367394288547
2021-02-18,1068.0,1429.0,2497.0,981.0,2016.0,2997.0,5494.77,0.5454277431084467
2021-02-19,1118.0,3898.0,5016.0,1497.0,4459.0,5956.0,10973.03,0.5427853564603395
2021-02-20,2921.0,3668.0,5690.0,2941.0,4170.0,7112.0,13701.52,0.5190664977316385
2021-02-09,1021.4,1125.74,2147.14,968.17,1594.31,2562.48,4709.62,0.5440948526632722
2021-02-10,960.0,1355.0,2315.0,843.0,1278.0,2121.0,4437.14,0.4780106104382552
2021-02-11,1115.0,2323.0,3438.0,646.0,1936.0,2582.0,6019.99,0.42890436695077566
2021-02-12,1318.0,2795.0,4114.0,1641.0,4204.0,5846.0,9965.1,0.5866473994239897
2021-02-13,2802.0,4190.0,6992.0,2259.0,3962.0,6222.0,13215.13,0.4708239722197209
2021-02-02,905.8,895.9,1801.7,1094.21,1201.82,2296.03,4097.73,0.5603175416633113
2021-02-03,611.95,974.16,1586.11,677.48,825.05,1502.53,3088.64,0.4864697731040199
2021-02-04,857.4,1648.1,2505.5,730.35,1458.04,2188.39,4693.89,0.46622098089218106
2021-02-05,1277.1,2888.1,4165.2,1395.93,3705.08,5101.01,9266.21,0.5504958337874925
2021-02-06,2743.45,1798.15,4541.6,2547.81,2407.37,4955.18,9496.78,0.5217747489148954
2021-01-26,954.0,1582.0,2536.0,923.0,1329.0,2252.0,4789.0,0.470244309876801
2021-01-27,1213.0,1001.0,2214.0,1081.0,1427.0,2508.0,4722.0,0.531130876747141
2021-01-28,1201.0,1793.0,2994.0,1009.0,1708.0,2717.0,5711.28,0.47572523147175416
2021-01-29,1317.0,3556.0,4873.0,2212.0,5285.0,7497.0,12371.43,0.6059930016174363
2021-01-30,3228.0,3837.0,7065.0,2667.0,3578.0,6246.0,13310.77,0.46924407829148873
2021-01-19,893.0,1675.0,2568.0,661.0,758.0,1419.0,3987.71,0.3558433286272071
2021-01-20,1286.0,1948.0,3234.0,719.0,1530.0,2249.0,5483.9,0.410109593537446
2021-01-21,1422.0,1784.0,3206.0,665.0,1751.0,2416.0,5621.57,0.42977317724407954
2021-01-22,1502.0,4358.0,5860.0,1559.0,3886.0,5446.0,11306.03,0.4816898593051672
2021-01-23,3032.0,3681.0,6713.0,2260.0,3682.0,5942.0,12654.85,0.4695432976289723
2021-01-12,1389.0,1039.0,2424.0,541.0,1253.0,1794.0,4218.64,0.4252555325887015
2021-01-13,1214.0,1656.0,2870.0,1128.0,1553.0,2681.0,5551.83,0.4829038353119602
2021-01-14,1033.0,2001.0,3034.0,809.0,1780.0,2589.0,5622.96,0.46043365060395236
2021-01-15,1543.0,2939.0,4482.0,1274.0,4935.0,6209.0,10691.65,0.5807335631076588
2021-01-16,3101.0,2910.0,6011.0,3095.0,3521.0,6616.0,12628.3,0.5239026630662876
2021-01-05,987.0,1383.0,2370.0,810.0,1709.0,2519.0,4889.59,0.5151761190611074
2021-01-06,708.0,1298.0,2000.0,1015.0,1423.0,2438.0,4438.95,0.5492289843318803
2021-01-07,1149.0,1598.0,2747.0,988.0,2728.0,3716.0,6463.74,0.5748993616698692
2021-01-08,1372.0,2534.0,3906.0,1682.0,4265.0,5947.0,9853.77,0.6035253512107548
2021-01-09,2572.0,1697.0,4269.0,2468.0,4095.0,6563.0,11192.65,0.5863669461655641
